Date,Lat,Lon,sst
04/11/1982,54.67,-9.5,8.6
04/11/1982,54.55,-9.82,9.3
04/11/1982,54.5,-10.32,9.1
04/11/1982,54.37,-10.18,9.3
04/11/1982,54.27,-10.4,9.3
04/11/1982,54.25,-10.78,10
04/11/1982,54.23,-11.2,10
04/12/1982,53.67,-11.17,10.1
04/12/1982,53.87,-10.95,10.1
04/12/1982,54.12,-10.55,9.3
04/12/1982,53.98,-10.45,9.1
04/12/1982,53.75,-10.72,9.9
04/12/1982,53.75,-10.52,10
04/12/1982,53.73,-10.77,10
04/12/1982,53.75,-11.25,10.7
13/04/1982,53.73,-12.27,10.6
13/04/1982,53.73,-12.82,10.3
13/04/1982,53.75,-13.32,10.5
13/04/1982,53.48,-13.87,10.9
13/04/1982,53.5,-13.38,11.1
13/04/1982,53.23,-13.8,10.5
14/04/1982,52.75,-13.63,10.6
14/04/1982,53.07,-13.58,10.8
14/04/1982,53.27,-13.58,10.7
14/04/1982,53.23,-13.2,10.8
14/04/1982,53.27,-12.63,10.7
14/04/1982,53.23,-12.2,10.7
15/04/1982,53.45,-11.37,10.3
15/04/1982,53.27,-11.25,10.4
15/04/1982,53.25,-10.75,9.6
15/04/1982,53.42,-10.73,9.5
15/04/1982,53.37,-10.55,9.4
15/04/1982,53.25,-10.22,9.7
15/04/1982,53.15,-10.55,9.3
16/04/1982,53,-11.43,10.5
16/04/1982,52.75,-11.73,10.8
16/04/1982,52.75,-11.25,10.4
16/04/1982,52.55,-11.27,11.3
16/04/1982,52.38,-11.58,11.5
16/04/1982,52.73,-12.38,11.5
16/04/1982,52.75,-12.75,11.1
17/04/1982,52.97,-10.8,10.2
17/04/1982,52.7,-10.7,10.3
17/04/1982,52.73,-10.23,10.6
17/04/1982,52.87,-9.95,10.3
17/04/1982,52.75,-10.25,10.1
18/04/1982,52.52,-10.47,10.3
21/04/1982,50.15,-10.2,12
22/04/1982,49.2,-10.85,12.71
23/04/1982,49.57,-9.03,11.36
24/04/1982,50.73,-8.83,11.26
25/04/1982,51.45,-7.82,10.98
18/07/1986,49.25,-11.25,15.992
18/07/1986,49.251,-10.7197,16.288
18/07/1986,49.2687,-10.2333,16.178
19/07/1986,49.251,-9.2333,16.442
20/07/1986,49.0667,-10.851,16.21
20/07/1986,49.3717,-10.4923,16.452
20/07/1986,49.558,-10.807,16.022
20/07/1986,49.709,-10.8237,16.198
20/07/1986,49.75,-11.2413,15.962
20/07/1986,49.755,-10.7333,16.22
20/07/1986,49.75,-10.255,16.228
21/07/1986,49.7767,-9.7317,16.46
21/07/1986,49.9677,-9.817,16.35
21/07/1986,50.154,-10.355,16.06
21/07/1986,50.3717,-10.7343,15.81
21/07/1986,50.3883,-10.3393,16.086
21/07/1986,50.2517,-10.2417,16.21
21/07/1986,50.208,-10.752,15.874
21/07/1986,50.2423,-11.253,15.984
22/07/1986,50.758,-11.208,15.394
22/07/1986,50.752,-10.7423,15.736
22/07/1986,51.051,-11.004,15.194
22/07/1986,51.3423,-11.1837,15.176
22/07/1986,51.559,-11.1167,15.178
22/07/1986,51.4413,-10.6833,14.694
22/07/1986,51.1913,-10.25,15
22/07/1986,51.2423,-10.7383,15.432
22/07/1986,51.2343,-11.2697,15.12
22/07/1986,51.7413,-11.251,15.064
23/07/1986,51.7707,-11.0707,15.196
23/07/1986,52.006,-11.3373,14.888
23/07/1986,52.059,-11.105,14.848
23/07/1986,52.25,-11.5413,14.898
23/07/1986,52.409,-10.859,14.764
24/07/1986,52.6217,-10.5363,14.772
24/07/1986,52.807,-10.24,14.7
24/07/1986,52.905,-10.5083,14.558
24/07/1986,52.9913,-11.1727,14.284
24/07/1986,52.8727,-11.625,14.464
25/07/1986,53.005,-13.8727,13.964
25/07/1986,53.2373,-13.6363,13.734
25/07/1986,53.4883,-13.7737,13.576
25/07/1986,53.4247,-13.3357,13.688
25/07/1986,53.571,-13.24,13.488
26/07/1986,53.6222,-11.3383,13.632
26/07/1986,53.7667,-10.8727,13.868
26/07/1986,54.051,-10.6187,13.694
26/07/1986,54.3687,-10.4413,13.608
26/07/1986,54.6838,-10.4373,13.262
27/07/1986,54.5388,-9.8707,13.304
27/07/1986,54.6095,-9.3395,13.384
27/07/1986,54.752,-9.6247,13.252
27/07/1986,54.955,-10.1363,12.97
27/07/1986,55.3167,-9.7197,13.034
28/07/1986,55.2575,-8.612,13.314
28/07/1986,55.4207,-8.3423,13.22
28/07/1986,55.4757,-7.9167,13.7
28/07/1986,55.651,-7.136,12.372
29/07/1986,55.855,-7.3707,12.942
29/07/1986,55.904,-8.0883,13.068
29/07/1986,55.7875,-8.6883,13.206
29/07/1986,55.8928,-8.9758,13.406
25/02/1991,55.36,-9.7567,9.53
25/02/1991,55.3683,-9.4033,9.48
25/02/1991,55.2833,-8.8517,8.98
25/02/1991,54.9317,-9.715,9.22
26/02/1991,54.62,-10.5217,9.57
26/02/1991,54.4817,-10.37,9.71
26/02/1991,54.295,-10.4617,9.67
26/02/1991,54.0617,-10.6283,9.8
26/02/1991,53.9517,-10.9733,9.92
26/02/1991,53.81,-10.9733,9.87
27/02/1991,53.4067,-11.76,10
27/02/1991,53.2833,-11.73,10.03
27/02/1991,52.955,-11.675,9.9
27/02/1991,52.6717,-11.8067,10.21
27/02/1991,52.555,-11.8517,10.1
27/02/1991,52.4333,-11.8333,10.26
28/02/1991,52.0383,-11.4917,10.25
28/02/1991,51.9833,-11.3383,10.28
28/02/1991,51.925,-11.0067,10.06
28/02/1991,51.9267,-10.865,9.72
28/02/1991,51.7283,-10.9717,10.25
28/02/1991,51.54,-11.1967,10.39
03/01/1991,51.4333,-11.48,10.38
03/01/1991,50.865,-11.2483,10.52
03/01/1991,50.8533,-11.1533,10.48
03/01/1991,50.685,-11.0067,10.52
03/01/1991,50.6667,-10.8783,10.51
03/01/1991,50.3917,-10.8633,10.54
03/01/1991,50.3518,-10.9217,10.6
03/02/1991,49.54,-11.3,10.9
03/02/1991,49.5383,-11.2617,10.89
03/02/1991,49.5467,-11.1933,10.83
03/02/1991,49.2783,-11.1833,10.68
03/02/1991,49.2333,-10.7517,10.7
03/02/1991,49.4467,-10.3,10
03/03/1991,49.05,-11.21,11.07
03/03/1991,49.1417,-11.1867,10.7
03/03/1991,49.04,-11.0333,10.77
21/02/1992,53.4577,-6.0992,6.9
21/02/1992,53.4803,-6.08,7.6
21/02/1992,53.4905,-6.0755,7.7
21/02/1992,53.5002,-6.071,7.7
21/02/1992,53.5157,-6.0643,7.6
21/02/1992,53.5628,-6.0557,7.2
21/02/1992,53.5972,-6.0672,7.4
21/02/1992,53.6677,-6.1705,7.2
21/02/1992,53.6913,-6.195,7
21/02/1992,53.7038,-6.2052,6.9
21/02/1992,53.7167,-6.2172,7.2
21/02/1992,53.7273,-6.2232,7.2
21/02/1992,53.7313,-6.2233,7.2
21/02/1992,53.7472,-6.2197,7.4
21/02/1992,53.7725,-6.2093,7.2
21/02/1992,53.8008,-6.2012,7.5
21/02/1992,53.8492,-6.1873,7.5
21/02/1992,53.8968,-6.1773,7.4
21/02/1992,53.9247,-6.2218,6.8
21/02/1992,53.9398,-6.2477,6.8
21/02/1992,53.9587,-6.2782,6.2
21/02/1992,53.9653,-6.2845,6.6
21/02/1992,53.9378,-6.2372,6.8
21/02/1992,53.8932,-6.1715,7.4
21/02/1992,53.868,-6.1585,7.4
21/02/1992,53.8298,-6.1347,8
21/02/1992,53.776,-6.1077,7.7
21/02/1992,53.7472,-6.0938,8.4
21/02/1992,53.7337,-6.0875,8.4
21/02/1992,53.6947,-6.0697,8.1
21/02/1992,53.6395,-6.0423,7.9
21/02/1992,53.5877,-6.0255,8.2
21/02/1992,53.5178,-6.0557,8.4
21/02/1992,53.4677,-6.069,7.8
21/02/1992,53.4453,-6.0687,7.6
21/02/1992,53.4335,-6.0678,7.8
21/02/1992,53.4168,-6.0627,7.8
21/02/1992,53.4062,-6.0553,7.8
21/02/1992,53.4008,-6.0475,7.7
21/02/1992,53.4092,-6.045,7.8
21/02/1992,53.3865,-6.0435,7.7
21/02/1992,53.3833,-6.0408,7.8
21/02/1992,53.3648,-6.0468,7.8
21/02/1992,53.3512,-6.0678,7.9
21/02/1992,53.3478,-6.089,7.9
21/02/1992,53.3463,-6.0958,7.9
21/02/1992,53.3418,-6.1142,8
21/02/1992,53.343,-6.1313,8
21/02/1992,53.33,-6.143,7.9
21/02/1992,53.3432,-6.1903,7.8
21/02/1992,53.3432,-6.17,8
22/02/1992,53.338,-6.0498,8
22/02/1992,53.3188,-6.0707,8
22/02/1992,53.2957,-6.0973,7.9
22/02/1992,53.2887,-6.085,7.9
22/02/1992,53.2797,-6.0678,7.9
22/02/1992,53.264,-6.0673,7.8
22/02/1992,53.2473,-6.0865,7.9
22/02/1992,53.2388,-6.0873,7.9
22/02/1992,53.2327,-6.0868,8
22/02/1992,53.2178,-6.0838,8
22/02/1992,53.1808,-6.0573,8.2
22/02/1992,53.155,-6.0433,8.2
22/02/1992,53.119,-6.0147,8.2
22/02/1992,53.0842,-6.0148,8.1
22/02/1992,53.0462,-6.0197,8.1
22/02/1992,53.02,-6.0268,8
22/02/1992,53.0012,-6.0285,8
22/02/1992,52.986,-6.0192,8
22/02/1992,52.9705,-5.9905,8
22/02/1992,52.9577,-5.9765,8.1
22/02/1992,52.923,-5.994,8.4
22/02/1992,52.896,-6.0093,8.3
22/02/1992,52.847,-6.051,7.8
22/02/1992,52.8223,-6.0865,7.7
22/02/1992,52.8,-6.1077,7.6
22/02/1992,52.7978,-6.125,7.6
22/02/1992,52.7945,-6.135,7.6
06/06/1993,53.6833,-5.45,12.57
06/07/1993,52.0162,-6.1355,10.82
06/07/1993,51.9977,-6.8925,13.45
06/08/1993,52.2712,-6.9865,13.46
21/02/2007,51.5108,-9.3775,8.72
26/06/2007,51.5108,-9.3775,15.73
26/06/2007,51.5108,-9.3775,14.69
14/08/2007,51.5108,-9.3775,14.86
14/08/2007,51.5108,-9.3775,14.82
18/09/2007,51.5108,-9.3775,15.22
18/09/2007,51.5108,-9.3775,15.39
21/02/2007,51.5203,-9.3422,8.12
21/02/2007,51.5203,-9.3422,9.3
22/02/2007,51.6397,-8.7163,8.8
22/02/2007,51.6397,-8.7163,9.94
25/06/2007,51.6397,-8.7163,15.66
25/06/2007,51.6397,-8.7163,15.55
13/08/2007,51.6397,-8.7163,15.09
13/08/2007,51.6397,-8.7163,16.51
17/09/2007,51.6397,-8.7163,15.1
17/09/2007,51.6397,-8.7163,15.14
22/02/2007,51.6382,-8.7368,9.25
25/06/2007,51.6382,-8.7368,15.89
13/08/2007,51.6382,-8.7368,14.9
17/09/2007,51.6382,-8.7368,15.32
22/02/2007,51.6453,-8.7518,9.01
22/02/2007,51.6453,-8.7518,10.53
25/06/2007,51.6453,-8.7518,16.44
13/08/2007,51.6453,-8.7518,14.83
13/08/2007,51.6453,-8.7518,16.17
17/09/2007,51.6453,-8.7518,15.39
07/12/2007,51.6665,-8.5113,13.13
22/08/2007,51.6665,-8.5113,14.55
03/01/2007,51.6737,-8.5082,9.33
07/12/2007,51.6737,-8.5082,13.41
22/08/2007,51.6737,-8.5082,14.74
03/01/2007,51.6913,-8.5012,9.45
14/06/2007,51.6913,-8.5012,16.49
22/08/2007,51.6913,-8.5012,14.44
03/01/2007,51.6928,-8.5322,8.87
07/12/2007,51.6928,-8.5322,15.57
22/08/2007,51.6928,-8.5322,14.46
03/01/2007,51.6955,-8.5803,8.85
14/06/2007,51.6955,-8.5803,17.99
07/12/2007,51.6955,-8.5803,16.07
22/08/2007,51.6955,-8.5803,14.8
03/01/2007,51.7023,-8.5142,9.06
14/06/2007,51.7023,-8.5142,17.32
07/12/2007,51.7023,-8.5142,13.96
22/08/2007,51.7023,-8.5142,15.66
03/01/2007,51.7017,-8.5518,8.79
14/06/2007,51.7017,-8.5518,17.08
07/12/2007,51.7017,-8.5518,15.25
22/08/2007,51.7017,-8.5518,14.45
03/01/2007,51.723,-8.6128,8.09
14/06/2007,51.723,-8.6128,18.68
07/12/2007,51.723,-8.6128,16.92
22/08/2007,51.723,-8.6128,15.17
03/01/2007,51.7372,-8.6345,8.08
14/06/2007,51.7372,-8.6345,18.71
07/12/2007,51.7372,-8.6345,17.88
22/08/2007,51.7372,-8.6345,15.42
20/02/2007,51.7792,-9.8073,8.98
20/02/2007,51.7792,-9.8073,9.16
27/06/2007,51.7792,-9.8073,15.21
27/06/2007,51.7792,-9.8073,15.76
15/08/2007,51.7792,-9.8073,16.43
19/09/2007,51.7792,-9.8073,15.4
06/11/2007,51.7898,-8.2652,16.12
07/09/2007,51.7898,-8.2652,12.31
20/08/2007,51.7898,-8.2652,13.92
06/11/2007,51.8105,-8.269,16.34
07/09/2007,51.8105,-8.269,12.04
20/08/2007,51.8105,-8.269,14.25
07/09/2007,51.8405,-8.2422,12.71
20/08/2007,51.8405,-8.2422,14.01
06/11/2007,51.8367,-8.2633,16.53
28/02/2007,51.8378,-8.3127,8.93
06/11/2007,51.8378,-8.3127,17.98
06/11/2007,51.8378,-8.3127,17.49
07/09/2007,51.8378,-8.3127,14.03
07/09/2007,51.8378,-8.3127,13.57
20/08/2007,51.8378,-8.3127,14.61
20/08/2007,51.8378,-8.3127,15.39
27/06/2007,51.8588,-9.634,14.54
06/12/2007,51.8827,-8.1895,17.96
07/10/2007,51.8827,-8.1895,14.78
21/08/2007,51.8827,-8.1895,15.03
27/02/2007,51.8817,-8.204,9.27
06/12/2007,51.8817,-8.204,17.87
07/10/2007,51.8817,-8.204,14.22
21/08/2007,51.8817,-8.204,15.07
06/12/2007,51.8817,-8.2243,17.89
07/10/2007,51.8817,-8.2243,14.49
21/08/2007,51.8817,-8.2243,14.98
27/02/2007,51.8798,-8.2432,9.25
06/12/2007,51.8798,-8.2432,18.58
07/10/2007,51.8798,-8.2432,14.91
21/08/2007,51.8798,-8.2432,15.09
28/02/2007,51.8778,-8.3362,8.78
06/11/2007,51.8778,-8.3362,19.12
06/11/2007,51.8778,-8.3362,18.39
07/09/2007,51.8778,-8.3362,14.54
07/09/2007,51.8778,-8.3362,15.1
20/08/2007,51.8778,-8.3362,15.06
20/08/2007,51.8778,-8.3362,15.8
20/02/2007,51.8707,-9.5815,7.61
20/02/2007,51.8707,-9.5815,7.75
27/06/2007,51.8747,-9.5713,15.15
27/06/2007,51.8707,-9.5815,14.97
27/06/2007,51.8747,-9.5713,15.87
27/06/2007,51.8707,-9.5815,15.7
15/08/2007,51.8707,-9.5815,15.84
15/08/2007,51.8707,-9.5815,13.44
19/09/2007,51.8747,-9.5713,15.4
19/09/2007,51.8707,-9.5815,15.54
19/09/2007,51.8747,-9.5713,15.46
19/09/2007,51.8707,-9.5815,15.49
20/02/2007,51.8727,-9.5888,7.86
20/02/2007,51.8727,-9.5888,9.1
27/06/2007,51.8727,-9.5888,14.99
27/06/2007,51.8727,-9.5888,15.52
15/08/2007,51.8727,-9.5888,15.73
15/08/2007,51.8727,-9.5888,17.69
19/09/2007,51.8727,-9.5888,15.57
27/06/2007,51.8698,-9.6058,15.05
27/06/2007,51.8698,-9.6058,15.69
19/09/2007,51.8698,-9.6058,15.65
19/09/2007,51.8698,-9.6058,15.7
06/12/2007,51.8952,-8.1823,19.34
07/10/2007,51.8952,-8.1823,15.72
21/08/2007,51.8952,-8.1823,15.04
27/02/2007,51.8852,-8.2708,9.29
06/12/2007,51.8852,-8.2708,19.44
07/10/2007,51.8852,-8.2708,14.95
21/08/2007,51.8852,-8.2708,15.4
28/02/2007,51.8867,-8.3565,8.62
06/11/2007,51.8867,-8.3565,19.03
06/11/2007,51.8867,-8.3565,19
07/09/2007,51.8867,-8.3565,14.6
20/08/2007,51.8867,-8.3565,15.3
20/08/2007,51.8867,-8.3565,16.5
28/02/2007,51.8983,-8.39,8.51
06/11/2007,51.8983,-8.39,18.86
06/11/2007,51.8983,-8.39,19.49
07/09/2007,51.8983,-8.39,15.2
07/09/2007,51.8983,-8.39,15.63
20/08/2007,51.8983,-8.39,15.21
28/02/2007,51.9013,-8.4025,8.48
28/02/2007,51.9013,-8.4025,8.75
06/11/2007,51.9013,-8.4025,19.07
06/11/2007,51.9013,-8.4025,19.16
07/09/2007,51.9013,-8.4025,15.28
07/09/2007,51.9013,-8.4025,16
20/08/2007,51.9013,-8.4025,15.75
20/08/2007,51.9013,-8.4025,16.57
28/02/2007,51.9005,-8.4235,8.27
28/02/2007,51.9005,-8.4235,8.57
06/11/2007,51.9005,-8.4235,18.29
06/11/2007,51.9005,-8.4235,19.24
07/09/2007,51.9005,-8.4235,15.31
07/09/2007,51.9005,-8.4235,16.13
20/08/2007,51.9005,-8.4235,15.78
28/02/2007,51.902,-8.4463,8.16
06/11/2007,51.902,-8.4463,17.94
06/11/2007,51.902,-8.4463,18.86
07/09/2007,51.902,-8.4463,15.21
07/09/2007,51.902,-8.4463,15.48
20/08/2007,51.902,-8.4463,16.54
20/08/2007,51.902,-8.4463,18.06
26/02/2007,51.9482,-7.8417,9.28
13/06/2007,51.9482,-7.8417,16.11
07/11/2007,51.9482,-7.8417,11.87
23/08/2007,51.9482,-7.8417,14.85
26/02/2007,51.9662,-7.8465,9.02
26/02/2007,51.9662,-7.8465,9.04
13/06/2007,51.9662,-7.8465,17.02
07/11/2007,51.9662,-7.8465,12.13
23/08/2007,51.9662,-7.8465,15.26
26/02/2007,51.9837,-7.865,8.99
26/02/2007,51.9837,-7.865,8.83
13/06/2007,51.9837,-7.865,18.73
07/11/2007,51.9837,-7.865,13.32
23/08/2007,51.9837,-7.865,15.13
26/02/2007,51.9958,-7.8823,8.55
13/06/2007,51.9958,-7.8823,19.19
07/11/2007,51.9958,-7.8823,16.69
23/08/2007,51.9958,-7.8823,15.36
23/08/2007,51.9958,-7.8823,16.1
26/02/2007,52.0135,-7.8553,8.61
26/02/2007,52.0135,-7.8553,8.55
13/06/2007,52.0135,-7.8553,19.57
07/11/2007,52.0135,-7.8553,15.01
26/02/2007,52.0307,-7.8527,8.45
13/06/2007,52.0307,-7.8527,19.62
07/11/2007,52.0307,-7.8527,14.9
23/08/2007,52.0307,-7.8527,15.42
23/08/2007,52.0307,-7.8527,15.94
26/02/2007,52.0488,-7.8492,8.38
13/06/2007,52.0488,-7.8492,19.34
07/11/2007,52.0488,-7.8492,14.83
26/02/2007,52.0652,-7.8723,8.32
26/02/2007,52.0652,-7.8723,8.38
13/06/2007,52.0652,-7.8723,18.93
07/11/2007,52.0652,-7.8723,14.55
23/08/2007,52.0652,-7.8723,15.42
23/08/2007,52.0652,-7.8723,16.38
28/06/2007,52.0697,-9.9628,15.1
16/08/2007,52.0697,-9.9628,15.93
26/02/2007,52.0873,-7.8623,8.15
13/06/2007,52.0873,-7.8623,18.52
07/11/2007,52.0873,-7.8623,14.52
23/08/2007,52.0873,-7.8623,15.64
23/08/2007,52.0873,-7.8623,16.45
19/02/2007,52.0985,-9.9217,9.57
19/02/2007,52.0985,-9.9217,9.2
28/06/2007,52.0985,-9.9217,15.08
16/08/2007,52.0985,-9.9217,15.52
20/09/2007,52.0985,-9.9217,15.13
20/09/2007,52.0985,-9.9217,15.3
19/02/2007,52.1402,-9.8992,9.29
19/02/2007,52.1402,-9.8992,9.11
28/06/2007,52.1402,-9.8992,15.17
16/08/2007,52.1402,-9.8992,15.61
20/09/2007,52.1402,-9.8992,14.96
20/09/2007,52.1402,-9.8992,15.3
19/02/2007,52.15,-9.7858,7.66
19/02/2007,52.15,-9.7858,10.07
28/06/2007,52.15,-9.7858,14.82
28/06/2007,52.15,-9.7858,15.94
16/08/2007,52.15,-9.7858,15.22
16/08/2007,52.15,-9.7858,15.52
20/09/2007,52.15,-9.7858,14.79
20/09/2007,52.15,-9.7858,15.12
28/06/2007,52.1537,-9.8173,15.13
16/08/2007,52.1537,-9.8173,13.13
20/09/2007,52.1537,-9.8173,14.98
20/09/2007,52.1537,-9.8173,15.18
13/03/2007,52.2602,-9.7607,8.57
13/03/2007,52.2602,-9.7607,9.9
25/06/2007,52.2637,-9.7603,15.8
23/07/2007,52.2637,-9.7603,17.35
23/07/2007,52.2602,-9.7607,17.49
09/04/2007,52.2637,-9.7603,17.45
09/04/2007,52.2602,-9.7607,17.66
25/06/2007,52.2628,-9.7933,16.47
23/07/2007,52.2628,-9.7933,17.17
09/04/2007,52.2628,-9.7933,17.59
25/06/2007,52.2628,-9.8235,16.5
23/07/2007,52.2628,-9.8235,17.22
09/04/2007,52.2628,-9.8235,17.43
13/03/2007,52.2702,-9.7858,9.51
13/03/2007,52.2702,-9.7858,9.89
25/06/2007,52.2702,-9.7858,16.33
23/07/2007,52.2702,-9.7858,17.41
09/04/2007,52.2702,-9.7858,17.42
13/03/2007,52.2722,-9.8223,10.09
13/03/2007,52.2722,-9.8223,10.2
25/06/2007,52.2722,-9.8223,16.3
23/07/2007,52.2722,-9.8223,17.01
09/04/2007,52.2722,-9.8223,17.54
13/03/2007,52.2705,-9.8562,8.63
13/03/2007,52.2705,-9.8562,9.08
25/06/2007,52.2705,-9.8562,16.08
23/07/2007,52.2705,-9.8562,16.91
09/04/2007,52.2705,-9.8562,16.95
23/07/2007,52.2678,-9.8823,16.84
09/04/2007,52.2678,-9.8823,16.77
23/05/2007,52.3067,-6.4272,16
23/07/2007,52.3067,-6.4272,17.3
30/07/2007,52.3067,-6.4272,21
12/06/2007,52.3067,-6.4272,11.5
12/10/2007,52.3067,-6.4272,5.7
30/05/2007,52.3062,-7.0063,15.6
06/06/2007,52.3062,-7.0063,17.2
24/07/2007,52.3062,-7.0063,16.1
31/07/2007,52.3062,-7.0063,16.7
12/05/2007,52.3062,-7.0063,8.3
12/11/2007,52.3062,-7.0063,6
12/05/2007,52.3673,-6.972,8.2
12/11/2007,52.3673,-6.972,6.1
03/12/2007,52.483,-9.6817,7.54
26/06/2007,52.483,-9.6817,14.82
24/07/2007,52.483,-9.6817,16.26
24/07/2007,52.483,-9.6817,16.34
09/03/2007,52.483,-9.6817,15.81
26/06/2007,52.4862,-9.701,15.08
24/07/2007,52.4862,-9.701,16.24
24/07/2007,52.4862,-9.701,16.01
09/03/2007,52.4862,-9.701,15.79
14/03/2007,52.5778,-9.2857,8.38
27/06/2007,52.5778,-9.2857,15.47
26/07/2007,52.5778,-9.2857,16.72
09/06/2007,52.5778,-9.2857,16.34
14/03/2007,52.5965,-9.4457,8.3
28/06/2007,52.5965,-9.4457,14.95
26/07/2007,52.5965,-9.4457,16.66
14/03/2007,52.6057,-9.1957,8.23
28/06/2007,52.6057,-9.1957,15.66
26/07/2007,52.6057,-9.1957,16.84
09/06/2007,52.6057,-9.1957,16.63
14/03/2007,52.6028,-9.3607,8.38
28/06/2007,52.6028,-9.3607,15.33
26/07/2007,52.6028,-9.3607,16.26
26/07/2007,52.6028,-9.3607,16.24
09/06/2007,52.6028,-9.3607,16.37
15/03/2007,52.6195,-8.9877,9.5
15/03/2007,52.6195,-8.9877,9.9
28/06/2007,52.6195,-8.9877,15.9
26/07/2007,52.6195,-8.9877,16.7
26/07/2007,52.6195,-8.9877,17.7
09/05/2007,52.6195,-8.9877,18.28
14/03/2007,52.6268,-9.1348,8.39
28/06/2007,52.6268,-9.1348,15.74
25/07/2007,52.6268,-9.1348,17.05
26/07/2007,52.6268,-9.1348,16.86
09/06/2007,52.6268,-9.1348,16.79
28/06/2007,52.6432,-9.0038,15.52
09/05/2007,52.6432,-9.0038,17.67
14/03/2007,52.649,-9.0208,8.4
28/06/2007,52.649,-9.0208,15.52
25/07/2007,52.649,-9.0208,17.21
09/05/2007,52.649,-9.0208,16.84
09/06/2007,52.649,-9.0208,17.2
14/03/2007,52.6538,-8.6998,7.8
27/06/2007,52.6538,-8.6998,15.84
25/07/2007,52.6538,-8.6998,17.45
09/06/2007,52.6538,-8.6998,17.55
27/06/2007,52.6597,-8.9868,15.7
09/05/2007,52.6597,-8.9868,17.24
14/03/2007,52.6505,-9.0867,8.35
28/06/2007,52.6505,-9.0867,15.61
09/05/2007,52.6505,-9.0867,16.73
27/06/2007,52.6668,-8.7048,15.82
25/07/2007,52.6668,-8.7048,17.39
09/06/2007,52.6668,-8.7048,19.34
14/03/2007,52.6737,-8.7287,7.83
27/06/2007,52.6737,-8.7287,15.94
25/07/2007,52.6737,-8.7287,17.59
09/06/2007,52.6737,-8.7287,18.79
14/03/2007,52.6765,-8.7628,7.85
27/06/2007,52.6765,-8.7628,15.85
25/07/2007,52.6765,-8.7628,17.57
09/06/2007,52.6765,-8.7628,18.62
14/03/2007,52.6808,-8.8203,8.15
27/06/2007,52.6808,-8.8203,15.66
25/07/2007,52.6808,-8.8203,17.6
09/06/2007,52.6808,-8.8203,17.58
14/03/2007,52.6798,-8.909,8.38
27/06/2007,52.6798,-8.909,14.66
25/07/2007,52.6798,-8.909,17.14
09/06/2007,52.6798,-8.909,17.5
27/06/2007,52.6998,-9.0012,15.97
09/05/2007,52.6998,-9.0012,17.05
15/03/2007,52.6913,-9.0437,8.5
15/03/2007,52.6913,-9.0437,8.7
27/06/2007,52.7172,-8.973,15.84
25/07/2007,52.7172,-8.973,17.45
09/05/2007,52.7172,-8.973,17.23
15/03/2007,52.7368,-8.9838,9.24
09/05/2007,52.7368,-8.9838,17.34
15/03/2007,52.7602,-8.9873,9.86
27/06/2007,52.7602,-8.9873,15.68
25/07/2007,52.7602,-8.9873,18.04
09/05/2007,52.7602,-8.9873,17.38
27/06/2007,52.7777,-8.9492,15.43
25/07/2007,52.7777,-8.9492,17.99
09/05/2007,52.7777,-8.9492,17.97
03/01/2007,52.9822,-6.0325,8.07
03/01/2007,52.9822,-6.0325,8.16
20/06/2007,52.9822,-6.0325,14.32
20/06/2007,52.9822,-6.0325,15.66
07/05/2007,52.9822,-6.0325,14.8
07/05/2007,52.9822,-6.0325,14.85
30/01/2007,53.1447,-8.939,7.67
30/05/2007,53.1447,-8.939,14.16
30/05/2007,53.1447,-8.939,13.7
18/07/2007,53.1447,-8.939,15.4
18/07/2007,53.1447,-8.939,16.4
29/08/2007,53.1447,-8.939,16.21
29/08/2007,53.1447,-8.939,15.39
30/01/2007,53.1583,-8.948,7.24
30/01/2007,53.1583,-8.948,7.35
30/05/2007,53.1583,-8.948,14.16
30/05/2007,53.1583,-8.948,13.86
18/07/2007,53.1583,-8.948,16.5
18/07/2007,53.1583,-8.948,17.5
29/08/2007,53.1583,-8.948,16.69
29/08/2007,53.1583,-8.948,16.58
30/01/2007,53.1665,-8.9565,6.95
30/01/2007,53.1665,-8.9565,7.28
30/05/2007,53.1665,-8.9565,13.91
30/05/2007,53.1665,-8.9565,13.43
18/07/2007,53.1665,-8.9565,16.7
18/07/2007,53.1665,-8.9565,17.1
29/08/2007,53.1665,-8.9565,16.59
29/08/2007,53.1665,-8.9565,16.95
30/01/2007,53.1718,-8.9657,7.1
30/01/2007,53.1765,-8.9612,6.95
30/01/2007,53.1718,-8.9657,7.3
30/05/2007,53.1718,-8.9657,13.8
30/05/2007,53.1718,-8.9657,13.03
18/07/2007,53.1718,-8.9657,16.7
18/07/2007,53.1718,-8.9657,17.1
29/08/2007,53.1718,-8.9657,16.71
29/08/2007,53.1718,-8.9657,16.95
29/01/2007,53.2327,-9.1542,6.95
29/05/2007,53.2327,-9.1542,13.64
19/07/2007,53.2327,-9.1542,17.1
30/08/2007,53.2327,-9.1542,15.16
29/01/2007,53.2375,-9.034,5.98
29/05/2007,53.2375,-9.034,14.12
19/07/2007,53.2375,-9.034,17.5
30/08/2007,53.2375,-9.034,16.8
29/01/2007,53.2363,-9.0602,6.9
29/05/2007,53.2363,-9.0602,13.29
19/07/2007,53.2363,-9.0602,17.3
30/08/2007,53.2363,-9.0602,16.84
29/05/2007,53.2497,-9.0812,13.59
19/07/2007,53.2497,-9.0812,17
30/08/2007,53.2497,-9.0812,16.7
