Date,Lon,Lat,Temperature
14/06/2007,-8.61,51.72,18.68
12/07/2007,-8.61,51.72,16.92
22/08/2007,-8.61,51.72,15.17
01/03/2007,-8.63,51.74,8.08
14/06/2007,-8.63,51.74,18.71
12/07/2007,-8.63,51.74,17.88
22/08/2007,-8.63,51.74,15.42
20/02/2007,-9.81,51.78,8.98
20/02/2007,-9.81,51.78,9.16
27/06/2007,-9.81,51.78,15.21
27/06/2007,-9.81,51.78,15.76
15/08/2007,-9.81,51.78,16.43
19/09/2007,-9.81,51.78,15.4
11/06/2007,-8.27,51.79,16.12
09/07/2007,-8.27,51.79,12.31
20/08/2007,-8.27,51.79,13.92
11/06/2007,-8.27,51.81,16.34
09/07/2007,-8.27,51.81,12.04
20/08/2007,-8.27,51.81,14.25
09/07/2007,-8.24,51.84,12.71
20/08/2007,-8.24,51.84,14.01
11/06/2007,-8.26,51.84,16.53
28/02/2007,-8.31,51.84,8.93
11/06/2007,-8.31,51.84,17.98
11/06/2007,-8.31,51.84,17.49
09/07/2007,-8.31,51.84,14.03
09/07/2007,-8.31,51.84,13.57
20/08/2007,-8.31,51.84,14.61
20/08/2007,-8.31,51.84,15.39
27/06/2007,-9.63,51.86,14.54
12/06/2007,-8.19,51.88,17.96
10/07/2007,-8.19,51.88,14.78
21/08/2007,-8.19,51.88,15.03
27/02/2007,-8.2,51.88,9.27
12/06/2007,-8.2,51.88,17.87
10/07/2007,-8.2,51.88,14.22
21/08/2007,-8.2,51.88,15.07
12/06/2007,-8.22,51.88,17.89
10/07/2007,-8.22,51.88,14.49
21/08/2007,-8.22,51.88,14.98
27/02/2007,-8.24,51.88,9.25
12/06/2007,-8.24,51.88,18.58
10/07/2007,-8.24,51.88,14.91
21/08/2007,-8.24,51.88,15.09
28/02/2007,-8.34,51.88,8.78
11/06/2007,-8.34,51.88,19.12
11/06/2007,-8.34,51.88,18.39
09/07/2007,-8.34,51.88,14.54
09/07/2007,-8.34,51.88,15.1
20/08/2007,-8.34,51.88,15.06
20/08/2007,-8.34,51.88,15.8
20/02/2007,-9.58,51.87,7.61
20/02/2007,-9.58,51.87,7.75
27/06/2007,-9.57,51.87,15.15
27/06/2007,-9.58,51.87,14.97
27/06/2007,-9.57,51.87,15.87
27/06/2007,-9.58,51.87,15.7
15/08/2007,-9.58,51.87,15.84
15/08/2007,-9.58,51.87,13.44
19/09/2007,-9.57,51.87,15.4
19/09/2007,-9.58,51.87,15.54
19/09/2007,-9.57,51.87,15.46
19/09/2007,-9.58,51.87,15.49
20/02/2007,-9.59,51.87,7.86
20/02/2007,-9.59,51.87,9.1
27/06/2007,-9.59,51.87,14.99
27/06/2007,-9.59,51.87,15.52
15/08/2007,-9.59,51.87,15.73
15/08/2007,-9.59,51.87,17.69
19/09/2007,-9.59,51.87,15.57
27/06/2007,-9.61,51.87,15.05
27/06/2007,-9.61,51.87,15.69
19/09/2007,-9.61,51.87,15.65
19/09/2007,-9.61,51.87,15.7
12/06/2007,-8.18,51.9,19.34
10/07/2007,-8.18,51.9,15.72
21/08/2007,-8.18,51.9,15.04
27/02/2007,-8.27,51.89,9.29
12/06/2007,-8.27,51.89,19.44
10/07/2007,-8.27,51.89,14.95
21/08/2007,-8.27,51.89,15.4
28/02/2007,-8.36,51.89,8.62
11/06/2007,-8.36,51.89,19.03
11/06/2007,-8.36,51.89,19
09/07/2007,-8.36,51.89,14.6
20/08/2007,-8.36,51.89,15.3
20/08/2007,-8.36,51.89,16.5
28/02/2007,-8.39,51.9,8.51
11/06/2007,-8.39,51.9,18.86
11/06/2007,-8.39,51.9,19.49
09/07/2007,-8.39,51.9,15.2
09/07/2007,-8.39,51.9,15.63
20/08/2007,-8.39,51.9,15.21
28/02/2007,-8.4,51.9,8.48
28/02/2007,-8.4,51.9,8.75
11/06/2007,-8.4,51.9,19.07
11/06/2007,-8.4,51.9,19.16
09/07/2007,-8.4,51.9,15.28
09/07/2007,-8.4,51.9,16
20/08/2007,-8.4,51.9,15.75
20/08/2007,-8.4,51.9,16.57
28/02/2007,-8.42,51.9,8.27
28/02/2007,-8.42,51.9,8.57
11/06/2007,-8.42,51.9,18.29
11/06/2007,-8.42,51.9,19.24
09/07/2007,-8.42,51.9,15.31
09/07/2007,-8.42,51.9,16.13
20/08/2007,-8.42,51.9,15.78
28/02/2007,-8.45,51.9,8.16
11/06/2007,-8.45,51.9,17.94
11/06/2007,-8.45,51.9,18.86
09/07/2007,-8.45,51.9,15.21
09/07/2007,-8.45,51.9,15.48
20/08/2007,-8.45,51.9,16.54
20/08/2007,-8.45,51.9,18.06
26/02/2007,-7.84,51.95,9.28
13/06/2007,-7.84,51.95,16.11
11/07/2007,-7.84,51.95,11.87
23/08/2007,-7.84,51.95,14.85
26/02/2007,-7.85,51.97,9.02
26/02/2007,-7.85,51.97,9.04
13/06/2007,-7.85,51.97,17.02
11/07/2007,-7.85,51.97,12.13
23/08/2007,-7.85,51.97,15.26
26/02/2007,-7.86,51.98,8.99
26/02/2007,-7.86,51.98,8.83
13/06/2007,-7.86,51.98,18.73
11/07/2007,-7.86,51.98,13.32
23/08/2007,-7.86,51.98,15.13
26/02/2007,-7.88,52,8.55
13/06/2007,-7.88,52,19.19
11/07/2007,-7.88,52,16.69
23/08/2007,-7.88,52,15.36
23/08/2007,-7.88,52,16.1
26/02/2007,-7.86,52.01,8.61
26/02/2007,-7.86,52.01,8.55
13/06/2007,-7.86,52.01,19.57
11/07/2007,-7.86,52.01,15.01
26/02/2007,-7.85,52.03,8.45
13/06/2007,-7.85,52.03,19.62
11/07/2007,-7.85,52.03,14.9
23/08/2007,-7.85,52.03,15.42
23/08/2007,-7.85,52.03,15.94
26/02/2007,-7.85,52.05,8.38
13/06/2007,-7.85,52.05,19.34
11/07/2007,-7.85,52.05,14.83
26/02/2007,-7.87,52.07,8.32
26/02/2007,-7.87,52.07,8.38
13/06/2007,-7.87,52.07,18.93
11/07/2007,-7.87,52.07,14.55
23/08/2007,-7.87,52.07,15.42
23/08/2007,-7.87,52.07,16.38
28/06/2007,-9.96,52.07,15.1
16/08/2007,-9.96,52.07,15.93
26/02/2007,-7.86,52.09,8.15
13/06/2007,-7.86,52.09,18.52
11/07/2007,-7.86,52.09,14.52
23/08/2007,-7.86,52.09,15.64
23/08/2007,-7.86,52.09,16.45
19/02/2007,-9.92,52.1,9.57
19/02/2007,-9.92,52.1,9.2
28/06/2007,-9.92,52.1,15.08
16/08/2007,-9.92,52.1,15.52
20/09/2007,-9.92,52.1,15.13
20/09/2007,-9.92,52.1,15.3
19/02/2007,-9.9,52.14,9.29
19/02/2007,-9.9,52.14,9.11
28/06/2007,-9.9,52.14,15.17
16/08/2007,-9.9,52.14,15.61
20/09/2007,-9.9,52.14,14.96
20/09/2007,-9.9,52.14,15.3
19/02/2007,-9.79,52.15,7.66
19/02/2007,-9.79,52.15,10.07
28/06/2007,-9.79,52.15,14.82
28/06/2007,-9.79,52.15,15.94
