Date,Longitude [degrees_east],Latitude [degrees_north],Temperature [degC]
2008-11-09,-8.1995,54.5013,15.1
2008-11-09,-8.1833,54.5002,15.0
2008-10-06,-8.2087,54.5045,15.84
2008-10-06,-8.2087,54.5045,16.46
2008-08-07,-8.2087,54.5045,14.71
2008-08-07,-8.2087,54.5045,16.06
2008-11-09,-8.2245,54.5075,14.2
2008-11-09,-8.2245,54.5075,15.4
2008-10-06,-8.2373,54.5043,15.33
2008-10-06,-8.2373,54.5043,16.33
2008-08-07,-8.2373,54.5043,14.66
2008-10-06,-8.2545,54.5108,15.18
2008-10-06,-8.2545,54.5108,15.83
2008-08-07,-8.2545,54.5108,14.71
2008-11-09,-8.2545,54.5108,14.6
2008-12-02,-8.4633,54.5958,7.66
2008-09-06,-8.4633,54.5958,14.63
2008-07-07,-8.4633,54.5958,14.97
2008-10-09,-8.4633,54.5958,15.11
2008-11-02,-8.1337,54.6055,7.25
2008-11-02,-8.1337,54.6055,7.59
2008-10-06,-8.1337,54.6055,16.93
2008-10-06,-8.1337,54.6055,16.89
2008-08-07,-8.1337,54.6055,14.81
2008-11-09,-8.1337,54.6055,14.46
2008-11-09,-8.1337,54.6055,14.28
2008-12-02,-8.4062,54.6122,7.76
2008-09-06,-8.4062,54.6122,15.17
2008-07-07,-8.4062,54.6122,14.89
2008-10-09,-8.4062,54.6122,15.11
2008-12-02,-8.4443,54.6052,7.59
2008-09-06,-8.4443,54.6052,14.79
2008-07-07,-8.4443,54.6052,14.96
2008-10-09,-8.4443,54.6052,15.1
2008-11-02,-8.0907,54.622,6.9
2008-10-06,-8.0907,54.622,14.4
2008-11-09,-8.0907,54.622,13.45
2008-11-02,-8.1345,54.6203,7.32
2008-11-02,-8.136,54.632,7.21
2008-11-02,-8.1345,54.6203,7.84
2008-11-02,-8.136,54.632,7.62
2008-10-06,-8.1345,54.6203,17.1
2008-10-06,-8.136,54.632,16.99
2008-10-06,-8.1345,54.6203,17.13
2008-10-06,-8.136,54.632,17.4
2008-08-07,-8.1345,54.6203,14.9
2008-08-07,-8.136,54.632,15.03
2008-11-09,-8.136,54.632,14.04
2008-11-09,-8.1345,54.6203,14.01
2008-11-09,-8.1345,54.6203,14.51
2008-11-09,-8.136,54.632,14.47
2008-12-02,-8.3872,54.619,7.56
2008-09-06,-8.3872,54.619,16.39
2008-07-07,-8.3872,54.619,14.74
2008-10-09,-8.3872,54.619,15.01
2008-12-02,-8.4397,54.633,7.36
2008-12-02,-8.4373,54.6317,8.02
2008-12-02,-8.4355,54.628,7.24
2008-12-02,-8.4398,54.6218,7.36
2008-12-02,-8.4397,54.633,6.45
2008-12-02,-8.4373,54.6317,7.4
2008-12-02,-8.4355,54.628,7.77
2008-12-02,-8.4398,54.6218,7.74
2008-09-06,-8.4397,54.633,16.45
2008-09-06,-8.4373,54.6317,15.83
2008-09-06,-8.4355,54.628,15.8
2008-09-06,-8.4398,54.6218,15.35
2008-09-06,-8.4397,54.633,15.82
2008-09-06,-8.4373,54.6317,16.27
2008-09-06,-8.4355,54.628,16.18
2008-09-06,-8.4398,54.6218,15.8
2008-07-07,-8.4397,54.633,14.97
2008-07-07,-8.4373,54.6317,14.9
2008-07-07,-8.4355,54.628,14.94
2008-07-07,-8.4398,54.6218,14.93
2008-07-07,-8.4397,54.633,15.2
2008-07-07,-8.4373,54.6317,15.01
2008-07-07,-8.4355,54.628,14.96
2008-10-09,-8.4397,54.633,13.75
2008-10-09,-8.4398,54.6218,14.98
2008-10-09,-8.4355,54.628,14.81
2008-10-09,-8.4373,54.6317,14.8
2008-10-09,-8.4398,54.6218,14.93
2008-10-09,-8.4355,54.628,14.84
2008-11-02,-8.1307,54.6443,6.78
2008-10-06,-8.1307,54.6443,17.04
2008-10-06,-8.1307,54.6443,18.41
2008-11-09,-8.1307,54.6443,13.95
2008-11-09,-8.1307,54.6443,14.94
2008-11-02,-8.1488,54.6362,6.27
2008-11-02,-8.1488,54.6362,7.43
2008-10-06,-8.1488,54.6362,16.81
2008-10-06,-8.1488,54.6362,18.05
2008-08-07,-8.1488,54.6362,14.8
2008-11-09,-8.1488,54.6362,14.0
2008-11-09,-8.1488,54.6362,14.49
2008-12-02,-8.4303,54.6423,8.37
2008-12-02,-8.4303,54.6423,7.15
2008-09-06,-8.4303,54.6423,16.93
2008-09-06,-8.4303,54.6423,17.98
2008-07-07,-8.4303,54.6423,14.82
2008-07-07,-8.4303,54.6423,15.31
2008-10-09,-8.4303,54.6423,13.54
2008-12-02,-8.4397,54.6347,7.57
2008-12-02,-8.4348,54.6357,7.69
2008-12-02,-8.4397,54.6347,6.91
2008-12-02,-8.4348,54.6357,7.39
2008-09-06,-8.4397,54.6347,16.34
2008-09-06,-8.4348,54.6357,16.36
2008-09-06,-8.4397,54.6347,16.94
2008-07-07,-8.4397,54.6347,14.9
2008-07-07,-8.4348,54.6357,14.29
2008-07-07,-8.4397,54.6347,15.03
2008-07-07,-8.4348,54.6357,15.15
2008-10-09,-8.4348,54.6357,14.65
2008-10-09,-8.4397,54.6347,13.94
2008-10-09,-8.4348,54.6357,14.44
2008-11-02,-8.1142,54.6512,6.46
2008-11-02,-8.1142,54.6512,6.51
2008-10-06,-8.1142,54.6512,15.68
2008-10-06,-8.1142,54.6512,17.18
2008-08-07,-8.1142,54.6512,14.51
2008-08-07,-8.1142,54.6512,15.4
2008-11-09,-8.1142,54.6512,14.37
2008-11-09,-8.1142,54.6512,14.8
2008-02-13,-8.3162,54.844,7.17
2008-02-13,-8.3162,54.844,6.89
2008-12-06,-8.3162,54.844,14.72
2008-12-06,-8.3162,54.844,15.49
2008-09-07,-8.3162,54.844,16.17
2008-09-07,-8.3162,54.844,17.21
2008-09-09,-8.3162,54.844,14.62
2008-09-09,-8.3162,54.844,14.65
2008-02-13,-8.35,54.84,7.02
2008-12-06,-8.35,54.84,16.06
2008-09-07,-8.35,54.84,15.48
2008-02-13,-8.2765,54.862,5.85
2008-02-13,-8.2765,54.862,6.61
2008-12-06,-8.2765,54.862,14.3
2008-09-07,-8.2765,54.862,16.58
2008-09-07,-8.2765,54.862,17.51
2008-09-09,-8.2765,54.862,13.76
2008-09-09,-8.2765,54.862,14.51
2008-02-13,-8.37,54.85,7.98
2008-12-06,-8.37,54.85,15.18
2008-02-13,-8.39,54.85,8.07
2008-12-06,-8.39,54.85,14.65
2008-09-07,-8.39,54.85,14.97
2008-09-09,-8.39,54.85,14.96
2008-02-13,-8.4,54.86,8.1
2008-12-06,-8.4,54.86,14.57
2008-09-07,-8.4,54.86,14.8
2008-02-13,-8.2422,54.8817,3.18
2008-12-06,-8.2422,54.8817,14.35
2008-12-06,-8.2422,54.8817,18.61
2008-09-07,-8.2422,54.8817,17.74
2008-09-09,-8.2422,54.8817,13.79
2008-09-09,-8.2422,54.8817,15.3
2008-09-07,-8.2657,54.8687,15.68
2008-02-13,-8.2202,54.8945,6.04
2008-12-06,-8.2202,54.8945,15.06
2008-09-07,-8.2202,54.8945,15.1
2008-09-07,-8.2202,54.8945,15.76
2008-09-09,-8.2202,54.8945,14.46
2008-09-09,-8.2202,54.8945,14.85
2008-02-14,-7.7137,54.9487,3.87
2008-11-06,-7.7137,54.9487,16.7
2008-10-07,-7.7137,54.9487,15.48
2008-08-09,-7.7137,54.9487,13.56
2008-02-14,-7.6603,54.9642,5.75
2008-11-06,-7.6603,54.9642,16.39
2008-10-07,-7.6603,54.9642,15.72
2008-08-09,-7.6603,54.9642,15.46
2008-02-14,-7.6818,54.9608,5.36
2008-02-14,-7.6832,54.9568,5.73
2008-11-06,-7.6818,54.9608,16.61
2008-11-06,-7.6832,54.9568,16.59
2008-10-07,-7.6832,54.9568,15.94
2008-10-07,-7.6818,54.9608,15.91
2008-08-09,-7.6818,54.9608,15.44
2008-08-09,-7.6832,54.9568,15.59
2008-02-14,-7.699,54.9533,4.3
2008-11-06,-7.699,54.9533,16.61
2008-10-07,-7.699,54.9533,15.86
2008-08-09,-7.699,54.9533,14.67
2008-02-14,-7.6393,54.9827,6.69
2008-11-06,-7.6393,54.9827,16.49
2008-10-07,-7.6393,54.9827,15.97
2008-08-09,-7.6393,54.9827,15.33
2008-02-14,-7.5783,55.0117,6.6
2008-11-06,-7.5783,55.0117,16.33
2008-10-07,-7.5783,55.0117,15.72
2008-08-09,-7.5783,55.0117,15.25
2008-02-14,-7.6117,55.0,6.48
2008-11-06,-7.6117,55.0,16.53
2008-10-07,-7.6117,55.0,15.91
2008-08-09,-7.6117,55.0,15.27
2008-02-14,-7.5443,55.0253,6.87
2008-11-06,-7.5443,55.0253,16.3
2008-10-07,-7.5443,55.0253,15.69
2008-08-09,-7.5443,55.0253,14.8
2008-02-14,-7.4857,55.0483,6.44
2008-11-06,-7.4857,55.0483,15.92
2008-10-07,-7.4857,55.0483,16.01
2008-08-09,-7.4857,55.0483,14.76
2008-02-14,-7.5078,55.0433,7.03
2008-11-06,-7.5078,55.0433,15.84
2008-10-07,-7.5078,55.0433,15.57
2008-08-09,-7.5078,55.0433,14.85
2008-02-14,-7.5447,55.0405,6.99
2008-11-06,-7.5447,55.0405,16.4
2008-10-07,-7.5447,55.0405,15.65
2008-02-14,-7.6325,55.0463,5.8
2008-11-06,-7.6325,55.0463,15.49
2008-10-07,-7.6325,55.0463,15.45
2008-08-09,-7.6325,55.0463,15.82
2008-02-14,-7.5578,55.0592,7.28
2008-11-06,-7.5578,55.0592,15.96
2008-10-07,-7.5578,55.0592,15.59
2008-08-09,-7.5578,55.0592,14.99
2008-02-14,-7.6172,55.0543,6.1
2008-11-06,-7.6172,55.0543,15.44
2008-10-07,-7.6172,55.0543,16.05
2008-08-09,-7.6172,55.0543,16.05
2008-02-14,-7.5522,55.0767,7.26
2008-10-07,-7.5522,55.0767,15.53
2008-08-09,-7.5522,55.0767,15.12
2008-02-14,-7.5245,55.0938,7.12
2008-11-06,-7.5245,55.0938,15.46
2008-10-07,-7.5245,55.0938,15.49
2008-08-09,-7.5245,55.0938,15.51
2008-02-14,-7.5018,55.1145,7.1
2008-11-06,-7.5018,55.1145,15.25
2008-10-07,-7.5018,55.1145,15.3
2008-08-09,-7.5018,55.1145,15.51
2008-11-06,-7.4918,55.128,15.07
2008-10-07,-7.4918,55.128,15.29
2008-08-09,-7.4918,55.128,15.53
2009-10-08,-9.3887,51.4548,14.06
2009-10-08,-9.3887,51.4548,14.43
2009-11-08,-9.3887,51.4548,14.65
2009-11-08,-9.3887,51.4548,14.72
2009-09-23,-9.3887,51.4548,15.06
2009-09-23,-9.3887,51.4548,15.48
2009-10-08,-9.4992,51.4568,13.28
2009-09-23,-9.4992,51.4568,14.75
2009-10-08,-9.4447,51.4775,13.72
2009-10-08,-9.4447,51.4775,14.21
2009-09-23,-9.4447,51.4775,15.05
2009-09-23,-9.4447,51.4775,15.29
2009-10-08,-9.5462,51.4667,13.24
2009-09-23,-9.5462,51.4667,14.71
2009-05-26,-9.3748,51.4838,11.91
2009-05-26,-9.3748,51.4838,12.5
2009-10-08,-9.3748,51.4838,14.59
2009-11-08,-9.3748,51.4838,14.77
2009-11-08,-9.3748,51.4838,15.7
2009-09-21,-9.3748,51.4838,14.91
2009-09-21,-9.3748,51.4838,15.17
2009-09-23,-9.3748,51.4838,15.17
2009-03-03,-9.4075,51.4975,8.44
2009-03-03,-9.4075,51.4975,8.45
2009-05-26,-9.4075,51.4975,11.72
2009-05-26,-9.4075,51.4975,12.83
2009-10-08,-9.4075,51.4975,13.89
2009-10-08,-9.4075,51.4975,15.9
2009-11-08,-9.4075,51.4975,14.53
2009-11-08,-9.4075,51.4975,15.75
2009-09-21,-9.4075,51.4975,14.8
2009-09-21,-9.4075,51.4975,14.94
2009-10-08,-9.4183,51.4892,13.64
2009-10-08,-9.4183,51.4892,14.69
2009-09-23,-9.4183,51.4892,15.0
2009-09-23,-9.4183,51.4892,15.56
2009-03-03,-9.3775,51.5108,8.49
2009-03-03,-9.3775,51.5108,8.5
2009-05-26,-9.3775,51.5108,12.41
2009-05-26,-9.3775,51.5108,13.83
2009-11-08,-9.3775,51.5108,14.77
2009-11-08,-9.3775,51.5108,16.78
2009-09-21,-9.3775,51.5108,14.78
2009-09-21,-9.3775,51.5108,15.04
2009-10-08,-9.5278,51.5037,14.31
2009-09-23,-9.5278,51.5037,14.78
2009-03-03,-9.3682,51.5275,8.52
2009-03-03,-9.3682,51.5275,8.53
2009-05-26,-9.3682,51.5275,13.13
2009-05-26,-9.3682,51.5275,14.38
2009-11-08,-9.3682,51.5275,15.4
2009-11-08,-9.3682,51.5275,17.61
2009-09-21,-9.3682,51.5275,14.73
2009-09-21,-9.3682,51.5275,15.08
2009-10-08,-9.428,51.5265,17.28
2009-09-23,-9.428,51.5265,14.84
2009-03-03,-9.2982,51.5495,8.13
2009-05-26,-9.2982,51.5495,12.23
2009-11-08,-9.2982,51.5495,15.1
2009-03-03,-9.3192,51.535,8.5
2009-03-03,-9.3192,51.535,8.39
2009-05-26,-9.3192,51.535,13.68
2009-05-26,-9.3192,51.535,13.87
2009-11-08,-9.3192,51.535,15.75
2009-11-08,-9.3192,51.535,16.6
2009-09-21,-9.3192,51.535,14.53
2009-09-21,-9.3192,51.535,13.99
2009-03-03,-9.2857,51.552,7.72
2009-03-03,-9.2857,51.552,7.53
2009-05-26,-9.2857,51.552,11.99
2009-11-08,-9.2857,51.552,15.5
2009-11-08,-9.2857,51.552,16.46
2009-02-03,-8.768,51.633,7.98
2009-05-27,-8.768,51.633,13.73
2009-09-22,-8.768,51.633,13.76
2009-02-03,-8.6963,51.6357,7.96
2009-02-03,-8.6963,51.6357,8.69
2009-05-27,-8.6963,51.6357,11.93
2009-05-27,-8.6963,51.6357,14.99
2009-09-22,-8.6963,51.6357,15.11
2009-09-22,-8.6938,51.6458,15.6
2009-09-22,-8.6963,51.6357,16.16
2009-09-22,-8.6938,51.6458,18.7
2009-02-03,-8.7163,51.6397,7.8
2009-02-03,-8.7102,51.6355,7.72
2009-02-03,-8.7163,51.6397,8.18
2009-02-03,-8.7102,51.6355,8.22
2009-05-27,-8.7102,51.6355,11.81
2009-05-27,-8.7163,51.6397,12.58
2009-05-27,-8.7102,51.6355,14.59
2009-05-27,-8.7163,51.6397,15.03
2009-09-22,-8.7102,51.6355,14.85
2009-09-22,-8.7163,51.6397,15.05
2009-09-22,-8.7102,51.6355,15.86
2009-09-22,-8.7163,51.6397,15.81
2009-02-03,-8.7368,51.6382,7.75
2009-09-22,-8.7368,51.6382,15.6
2009-02-03,-8.7628,51.6445,7.49
2009-02-03,-8.7592,51.6418,7.66
2009-02-03,-8.7518,51.6453,7.46
2009-02-03,-8.7628,51.6445,6.91
2009-02-03,-8.7627,51.6417,7.61
2009-02-03,-8.7627,51.6417,9.33
2009-05-27,-8.7628,51.6445,12.58
2009-05-27,-8.7627,51.6417,12.81
2009-05-27,-8.7628,51.6445,13.63
2009-05-27,-8.7627,51.6417,15.58
2009-09-22,-8.7627,51.6417,14.79
2009-09-22,-8.7628,51.6445,14.28
2009-09-22,-8.7518,51.6453,15.18
2009-09-22,-8.7627,51.6417,16.17
2009-06-29,-8.5113,51.6665,16.95
2009-09-14,-8.5065,51.657,14.5
2009-09-14,-8.5113,51.6665,14.49
2009-01-20,-8.5082,51.6737,6.34
2009-05-18,-8.5082,51.6737,10.38
2009-06-29,-8.5082,51.6737,17.45
2009-09-14,-8.5082,51.6737,14.56
2009-01-20,-8.5012,51.6913,5.61
2009-05-18,-8.5012,51.6913,12.12
2009-06-29,-8.5012,51.6913,17.66
2009-09-14,-8.5012,51.6913,14.29
2009-01-20,-8.5322,51.6928,5.2
2009-05-18,-8.5322,51.6928,11.98
2009-06-29,-8.5322,51.6928,18.1
2009-09-14,-8.5322,51.6928,14.55
2009-01-20,-8.5803,51.6955,4.6
2009-05-18,-8.5803,51.6955,12.22
2009-06-29,-8.5803,51.6955,18.57
2009-09-14,-8.5803,51.6955,14.23
2009-01-20,-8.5142,51.7023,5.7
2009-05-18,-8.5142,51.7023,12.18
2009-06-29,-8.5142,51.7023,17.48
2009-09-14,-8.5142,51.7023,14.4
2009-01-20,-8.5518,51.7017,6.82
2009-05-18,-8.5518,51.7017,12.48
2009-06-29,-8.5518,51.7017,18.25
2009-09-14,-8.5518,51.7017,14.75
2009-01-20,-8.6008,51.7068,4.57
2009-05-18,-8.6008,51.7068,12.82
2009-06-29,-8.6008,51.7068,19.7
2009-09-14,-8.6008,51.7068,14.27
2009-01-20,-8.6128,51.723,4.62
2009-05-18,-8.6128,51.723,12.41
2009-06-29,-8.6128,51.723,19.09
2009-09-14,-8.6128,51.723,13.99
2009-01-20,-8.6297,51.729,4.74
2009-05-18,-8.6297,51.729,12.03
2009-06-29,-8.6297,51.729,18.98
2009-09-14,-8.6297,51.729,14.05
2009-01-20,-8.632,51.7458,4.73
2009-05-18,-8.632,51.7458,11.23
2009-06-29,-8.632,51.7458,18.65
2009-09-14,-8.632,51.7458,13.56
2009-01-20,-8.6345,51.7372,4.71
2009-05-18,-8.6345,51.7372,11.91
2009-06-29,-8.6345,51.7372,18.88
2009-01-20,-8.64,51.753,4.76
2009-05-18,-8.64,51.753,11.42
2009-06-29,-8.64,51.753,18.18
2009-09-14,-8.64,51.753,13.23
2009-04-03,-9.7805,51.7628,6.69
2009-04-03,-9.7805,51.7628,6.77
2009-05-28,-9.7805,51.7628,14.44
2009-12-08,-9.7805,51.7628,17.91
2009-09-24,-9.7805,51.7628,14.59
2009-04-03,-9.8177,51.7645,7.5
2009-04-03,-9.8177,51.7645,7.29
2009-09-24,-9.8177,51.7645,14.22
2009-04-03,-9.8073,51.7792,7.58
2009-04-03,-9.8073,51.7792,7.89
2009-05-28,-9.8073,51.7792,14.49
2009-12-08,-9.8073,51.7792,17.58
2009-09-24,-9.8073,51.7792,14.17
2009-04-03,-9.838,51.7692,8.54
2009-04-03,-9.838,51.7692,8.31
2009-05-28,-9.838,51.7692,14.14
2009-12-08,-9.838,51.7692,17.15
2009-09-24,-9.838,51.7692,15.15
2009-01-22,-8.2652,51.7898,7.96
2009-05-20,-8.2652,51.7898,11.59
2009-01-07,-8.2652,51.7898,16.99
2009-09-15,-8.2652,51.7898,15.05
2009-05-28,-9.8772,51.7888,13.01
2009-12-08,-9.8772,51.7888,16.98
2009-01-22,-8.269,51.8105,7.09
2009-05-20,-8.269,51.8105,10.79
2009-01-07,-8.269,51.8105,16.77
2009-09-15,-8.269,51.8105,15.07
2009-04-03,-9.7587,51.8273,5.67
2009-04-03,-9.7587,51.8273,6.54
2009-05-28,-9.7587,51.8273,13.49
2009-05-28,-9.7587,51.8273,14.06
2009-12-08,-9.7587,51.8273,17.22
2009-01-22,-8.2422,51.8405,7.81
2009-05-20,-8.2422,51.8405,11.54
2009-01-07,-8.2422,51.8405,17.32
2009-09-15,-8.2422,51.8405,14.96
2009-05-20,-8.3127,51.8378,12.03
2009-05-20,-8.3127,51.8378,12.16
2009-01-07,-8.3127,51.8378,17.73
2009-01-07,-8.3127,51.8378,18.1
2009-09-15,-8.3127,51.8378,15.02
2009-09-15,-8.3127,51.8378,15.32
2009-04-03,-9.6513,51.8448,8.13
2009-04-03,-9.6513,51.8448,7.43
2009-05-28,-9.6513,51.8448,13.71
2009-12-08,-9.6513,51.8448,17.84
2009-12-08,-9.6513,51.8448,18.03
2009-12-08,-9.6513,51.8448,18.37
2009-09-24,-9.6513,51.8448,14.1
2009-09-24,-9.6513,51.8448,15.08
2009-05-28,-9.634,51.8588,13.61
2009-05-28,-9.634,51.8588,13.85
2009-12-08,-9.634,51.8588,18.0
2009-05-21,-8.1895,51.8827,12.86
2009-02-07,-8.1895,51.8827,18.09
2009-09-16,-8.1895,51.8827,15.06
2009-01-21,-8.204,51.8692,6.57
2009-05-21,-8.204,51.8817,12.94
2009-05-21,-8.204,51.8692,12.75
2009-02-07,-8.204,51.8817,18.01
2009-02-07,-8.204,51.8692,18.07
2009-09-16,-8.204,51.8817,14.99
2009-09-16,-8.204,51.8692,15.09
2009-05-21,-8.2243,51.8817,13.39
2009-02-07,-8.2243,51.8817,18.22
2009-09-16,-8.2243,51.8817,14.92
2009-01-21,-8.2432,51.8798,5.72
2009-05-21,-8.2432,51.8798,13.98
2009-02-07,-8.2432,51.8798,18.46
2009-09-16,-8.2432,51.8798,15.25
2009-05-21,-8.33,51.88,13.24
2009-02-07,-8.33,51.88,18.11
2009-02-07,-8.33,51.88,18.94
2009-01-22,-8.3362,51.8778,6.87
2009-01-22,-8.3362,51.8778,8.29
2009-05-20,-8.3362,51.8778,12.37
2009-05-20,-8.3362,51.8778,12.57
2009-01-07,-8.3362,51.8778,18.3
2009-01-07,-8.3362,51.8778,18.45
2009-09-15,-8.3362,51.8778,14.33
2009-09-15,-8.3362,51.8778,15.16
2009-04-03,-9.5623,51.873,4.74
2009-05-28,-9.5623,51.873,13.35
2009-12-08,-9.5623,51.873,17.75
2009-04-03,-9.5815,51.8707,6.07
2009-04-03,-9.5713,51.8747,6.2
2009-05-28,-9.5815,51.8707,13.39
2009-05-28,-9.5815,51.8707,13.59
2009-12-08,-9.5815,51.8707,17.65
2009-12-08,-9.5815,51.8707,17.71
2009-12-08,-9.5815,51.8707,17.59
2009-09-24,-9.5815,51.8707,14.21
2009-09-24,-9.5815,51.8707,14.81
2009-04-03,-9.5888,51.8727,6.24
2009-04-03,-9.5888,51.8727,6.48
2009-05-28,-9.5888,51.8727,13.36
2009-12-08,-9.5888,51.8727,17.75
2009-12-08,-9.5888,51.8727,17.78
2009-09-24,-9.5888,51.8727,14.68
2009-09-24,-9.5888,51.8727,14.86
2009-05-28,-9.6058,51.8698,13.57
2009-12-08,-9.6058,51.8698,17.93
2009-01-21,-8.1713,51.8983,6.33
2009-05-21,-8.1713,51.8983,14.03
2009-05-21,-8.1823,51.8952,15.22
2009-02-07,-8.1713,51.8983,16.55
2009-02-07,-8.1823,51.8952,18.08
2009-09-16,-8.1713,51.8983,15.84
2009-09-16,-8.1823,51.8952,15.6
2009-05-21,-8.2708,51.8852,14.37
2009-02-07,-8.2708,51.8852,19.09
2009-09-16,-8.2708,51.8852,14.83
2009-01-21,-8.3037,51.8895,5.46
2009-05-21,-8.3037,51.8895,14.66
2009-05-21,-8.3037,51.8895,13.03
2009-02-07,-8.3037,51.8895,18.43
2009-02-07,-8.3037,51.8895,19.18
2009-09-16,-8.3037,51.8895,13.82
2009-09-16,-8.3037,51.8895,15.08
2009-01-22,-8.3565,51.8867,6.77
2009-01-22,-8.3565,51.8867,7.04
2009-05-20,-8.3565,51.8867,12.35
2009-05-20,-8.3565,51.8867,13.28
2009-01-07,-8.3565,51.8867,18.06
2009-01-07,-8.3565,51.8867,18.52
2009-09-15,-8.3565,51.8867,14.21
2009-09-15,-8.3565,51.8867,15.08
2009-05-20,-8.39,51.8983,12.35
2009-01-07,-8.39,51.8983,18.61
2009-01-07,-8.39,51.8983,18.69
2009-09-15,-8.39,51.8983,14.02
2009-09-15,-8.39,51.8983,15.48
2009-01-22,-8.459,51.8995,6.58
2009-01-22,-8.459,51.8995,8.03
2009-05-20,-8.459,51.8995,12.16
2009-05-20,-8.459,51.8995,12.98
2009-01-07,-8.459,51.8995,17.07
2009-01-07,-8.459,51.8995,17.32
2009-09-15,-8.459,51.8995,13.4
2009-09-15,-8.459,51.8995,13.92
2009-01-21,-8.4692,51.8953,6.17
2009-01-21,-8.4692,51.8953,7.01
2009-05-21,-8.4692,51.8953,12.46
2009-05-21,-8.4692,51.8953,12.78
2009-05-21,-8.4692,51.8953,12.6
2009-05-21,-8.4692,51.8953,12.51
2009-02-07,-8.4692,51.8953,17.06
2009-02-07,-8.4692,51.8953,17.32
2009-09-16,-8.4692,51.8953,13.16
2009-09-16,-8.4692,51.8953,13.75
2009-01-21,-8.4947,51.8933,6.83
2009-05-21,-8.4947,51.8933,12.14
2009-05-21,-8.4997,51.8965,12.85
2009-02-07,-8.4997,51.8965,17.06
2009-02-07,-8.4947,51.8933,16.97
2009-09-16,-8.4947,51.8933,13.0
2009-09-16,-8.4997,51.8965,13.28
2009-01-21,-8.5062,51.892,7.41
2009-01-21,-8.5107,51.8947,6.94
2009-05-21,-8.5107,51.8947,12.28
2009-05-21,-8.5062,51.892,11.48
2009-02-07,-8.5062,51.892,15.99
2009-02-07,-8.5107,51.8947,17.08
2009-09-16,-8.5062,51.892,12.13
2009-09-16,-8.5107,51.8947,13.08
2009-09-17,-7.839,51.9123,14.82
2009-09-17,-7.839,51.9123,15.42
2009-01-21,-8.1773,51.906,6.9
2009-05-21,-8.1773,51.906,13.12
2009-02-07,-8.1773,51.906,15.78
2009-09-16,-8.1773,51.906,14.53
2009-01-21,-8.3175,51.9048,4.86
2009-09-16,-8.3175,51.9048,13.61
2009-09-16,-8.3175,51.9048,15.08
2009-01-21,-8.3963,51.9068,5.83
2009-05-21,-8.3963,51.9068,10.99
2009-05-21,-8.3963,51.9068,12.74
2009-05-21,-8.3963,51.9068,12.66
2009-02-07,-8.3963,51.9068,17.13
2009-09-16,-8.3963,51.9068,11.88
2009-09-16,-8.3963,51.9068,15.55
2009-01-22,-8.4025,51.9013,6.75
2009-05-20,-8.4025,51.9013,12.67
2009-05-20,-8.4025,51.9013,13.79
2009-01-07,-8.4025,51.9013,18.22
2009-02-07,-8.4025,51.9013,17.19
2009-09-15,-8.4025,51.9013,13.88
2009-09-15,-8.4025,51.9013,15.29
2009-01-22,-8.4235,51.9005,6.77
2009-01-22,-8.4235,51.9005,6.7
2009-05-20,-8.4235,51.9005,12.85
2009-05-20,-8.4235,51.9005,13.44
2009-01-07,-8.4235,51.9005,17.72
2009-01-07,-8.4235,51.9005,18.33
2009-09-15,-8.4235,51.9005,14.04
2009-09-15,-8.4235,51.9005,15.43
2009-01-22,-8.4463,51.902,6.64
2009-05-20,-8.4463,51.902,12.26
2009-05-20,-8.4463,51.902,11.58
2009-01-07,-8.4463,51.902,17.28
2009-01-07,-8.4463,51.902,17.76
2009-09-15,-8.4463,51.902,13.72
2009-09-15,-8.4463,51.902,14.72
2009-01-21,-8.4663,51.9002,6.3
2009-01-21,-8.4663,51.9002,6.97
2009-05-21,-8.4663,51.9002,12.91
2009-05-21,-8.4663,51.9002,12.89
2009-05-21,-8.4663,51.9002,13.05
2009-05-21,-8.4663,51.9002,12.15
2009-02-07,-8.4663,51.9002,17.09
2009-09-16,-8.4663,51.9002,13.65
2009-09-16,-8.4663,51.9002,14.73
2009-01-19,-7.8353,51.927,6.92
2009-05-19,-7.8353,51.927,11.78
2009-06-30,-7.8353,51.927,17.68
2009-06-30,-7.8353,51.927,18.03
2009-01-21,-8.395,51.926,5.8
2009-05-21,-8.395,51.926,9.91
2009-02-07,-8.396,51.919,15.27
2009-09-16,-8.396,51.919,11.79
2009-01-19,-7.8417,51.9482,6.52
2009-05-19,-7.8417,51.9482,12.24
2009-06-30,-7.8417,51.9482,17.53
2009-09-17,-7.8417,51.9482,15.1
2009-01-19,-7.8465,51.9662,6.57
2009-05-19,-7.8465,51.9662,11.92
2009-06-30,-7.8465,51.9662,17.5
2009-06-30,-7.8465,51.9662,18.12
2009-09-17,-7.8465,51.9662,15.3
2009-01-19,-7.865,51.9837,6.06
2009-05-19,-7.865,51.9837,12.97
2009-06-30,-7.865,51.9837,17.58
2009-09-17,-7.865,51.9837,14.54
2009-01-19,-7.8823,51.9958,5.85
2009-05-19,-7.8823,51.9958,12.18
2009-06-30,-7.8823,51.9958,17.68
2009-09-17,-7.8823,51.9958,13.63
2009-01-19,-7.8553,52.0135,5.5
2009-05-19,-7.8553,52.0135,12.13
2009-06-30,-7.8553,52.0135,18.34
2009-06-30,-7.8553,52.0135,18.9
2009-09-17,-7.8553,52.0135,13.51
2009-01-19,-7.8527,52.0307,5.4
2009-05-19,-7.8527,52.0307,12.17
