Date,Longitude [degrees_east],Latitude [degrees_north],Temperature [degC]
2014-05-22,-7.119,52.2642,14.33
2014-05-22,-7.119,52.2642,14.24
2014-07-23,-7.119,52.2642,20.5
2014-07-23,-7.119,52.2642,20.07
2014-08-20,-7.119,52.2642,16.82
2014-08-20,-7.119,52.2642,16.72
2014-05-22,-7.2422,52.2622,13.84
2014-05-22,-7.2422,52.2622,13.7
2014-07-23,-7.2422,52.2622,20.2
2014-08-20,-7.2422,52.2622,15.68
2014-06-18,-9.7127,52.2637,19.71
2014-06-18,-9.7192,52.2553,21.24
2014-09-07,-9.7607,52.2602,17.38
2014-05-21,-6.9883,52.2745,13.63
2014-07-22,-6.9883,52.2745,19.71
2014-08-19,-6.9883,52.2745,16.52
2014-02-27,-7.0058,52.2818,6.94
2014-05-20,-7.0058,52.2818,14.3
2014-05-20,-7.0058,52.2818,13.78
2014-07-24,-7.0058,52.2818,19.7
2014-07-24,-7.0058,52.2818,18.95
2014-08-21,-7.0058,52.2818,15.55
2014-08-21,-7.0058,52.2818,16.13
2014-05-22,-7.1642,52.277,14.32
2014-07-23,-7.1642,52.277,20.89
2014-08-20,-7.1642,52.277,16.84
2014-06-18,-9.6993,52.2737,17.36
2014-02-27,-7.0173,52.2947,6.97
2014-07-24,-7.0173,52.2947,20.19
2014-08-21,-7.0173,52.2947,16.17
2014-05-22,-7.2857,52.2898,13.5
2014-07-23,-7.2857,52.2898,19.9
2014-07-23,-7.2857,52.2898,21.14
2014-08-20,-7.2857,52.2898,15.33
2014-08-20,-7.2857,52.2898,16.37
2014-02-27,-7.0063,52.3062,6.93
2014-05-20,-7.0063,52.3062,14.06
2014-05-20,-7.0063,52.3062,13.54
2014-07-24,-7.0063,52.3062,20.5
2014-07-24,-7.0063,52.3062,19.65
2014-08-21,-7.0063,52.3062,15.81
2014-08-21,-7.0063,52.3062,16.26
2014-02-24,-6.437,52.3258,8.02
2014-05-19,-6.437,52.3258,13.62
2014-07-21,-6.437,52.3258,20.43
2014-08-18,-6.437,52.3258,15.81
2014-02-27,-6.9915,52.3323,7.06
2014-05-20,-6.9915,52.3323,14.4
2014-07-24,-6.9915,52.3323,20.8
2014-08-21,-6.9915,52.3323,16.34
2014-05-22,-7.3172,52.3273,12.99
2014-07-23,-7.3172,52.3273,21.37
2014-08-20,-7.3172,52.3273,15.82
2014-02-24,-6.3717,52.3382,8.13
2014-05-19,-6.3717,52.3382,12.5
2014-07-21,-6.3717,52.3382,17.62
2014-08-18,-6.3717,52.3382,16.25
2014-02-24,-6.3892,52.3458,7.98
2014-05-19,-6.3892,52.3458,12.49
2014-07-21,-6.3892,52.3458,18.71
2014-08-18,-6.3892,52.3458,16.16
2014-02-24,-6.419,52.3343,8.65
2014-05-19,-6.419,52.3343,12.75
2014-07-21,-6.419,52.3343,18.59
2014-08-18,-6.419,52.3343,15.76
2014-02-24,-6.4487,52.3353,8.37
2014-05-19,-6.4487,52.3353,13.79
2014-07-21,-6.4487,52.3353,20.16
2014-08-18,-6.4487,52.3353,16.03
2014-02-24,-6.4602,52.3418,8.32
2014-05-19,-6.4602,52.3418,14.17
2014-07-21,-6.4602,52.3418,20.94
2014-08-18,-6.4602,52.3418,16.44
2014-08-18,-6.4602,52.3418,16.16
2014-02-24,-6.4702,52.3462,8.39
2014-05-19,-6.4702,52.3462,13.94
2014-05-19,-6.4702,52.3462,14.34
2014-07-21,-6.4702,52.3462,21.35
2014-08-18,-6.4702,52.3462,16.69
2014-05-22,-7.4197,52.3468,12.83
2014-07-23,-7.4197,52.3468,20.44
2014-08-20,-7.4197,52.3468,15.18
2014-02-24,-6.4712,52.3615,8.22
2014-05-19,-6.4712,52.3615,14.57
2014-07-21,-6.4712,52.3615,21.48
2014-08-18,-6.4712,52.3615,16.91
2014-02-24,-6.5122,52.3517,8.6
2014-05-19,-6.5122,52.3517,14.43
2014-05-19,-6.5122,52.3517,14.86
2014-07-21,-6.5122,52.3517,22.36
2014-02-27,-6.9923,52.3547,7.11
2014-05-20,-6.9923,52.3547,14.41
2014-05-20,-6.9923,52.3547,14.4
2014-07-24,-6.9923,52.3547,21.07
2014-07-24,-6.9923,52.3547,21.06
2014-08-21,-6.9923,52.3547,16.64
2014-08-21,-6.9923,52.3547,16.32
2014-02-27,-6.972,52.3673,7.19
2014-05-20,-6.972,52.3673,14.42
2014-07-24,-6.972,52.3673,21.29
2014-08-21,-6.972,52.3673,16.16
2014-02-24,-6.5688,52.3845,8.47
2014-05-19,-6.5688,52.3845,14.78
2014-07-21,-6.5688,52.3845,22.21
2014-08-18,-6.5688,52.3845,17.26
2014-02-27,-6.9518,52.3967,7.22
2014-05-20,-6.9518,52.3967,14.69
2014-05-20,-6.9518,52.3967,13.91
2014-07-24,-6.9518,52.3967,21.48
2014-07-24,-6.9518,52.3967,21.32
2014-08-21,-6.9518,52.3967,15.83
2014-08-21,-6.9518,52.3967,16.72
2014-02-27,-6.9457,52.4133,7.22
2014-05-20,-6.9457,52.4133,14.33
2014-07-24,-6.9457,52.4133,21.26
2014-07-24,-6.9457,52.4133,20.96
2014-08-21,-6.9457,52.4133,16.41
2014-08-21,-6.9457,52.4133,15.69
2014-02-24,-6.5653,52.4232,7.98
2014-05-19,-6.5653,52.4232,13.28
2014-07-21,-6.5653,52.4232,21.18
2014-02-27,-6.9367,52.4208,7.19
2014-05-20,-6.9367,52.4208,14.07
2014-07-24,-6.9367,52.4208,21.18
2014-08-21,-6.9367,52.4208,15.52
2014-02-27,-7.0083,52.4268,7.22
2014-05-20,-7.0083,52.4268,14.07
2014-07-24,-7.0083,52.4268,21.21
2014-08-21,-7.0083,52.4268,15.47
2014-02-27,-9.5668,52.4217,5.98
2014-02-27,-9.6372,52.4322,6.72
2014-02-27,-9.579,52.4438,6.17
2014-02-27,-9.597,52.4357,6.12
2014-02-27,-9.597,52.4357,6.26
2014-02-27,-9.6257,52.4467,6.31
2014-02-27,-9.6257,52.4467,6.37
2014-02-24,-6.5618,52.4543,7.91
2014-07-21,-6.5618,52.4543,19.725
2014-08-18,-6.5618,52.4543,15.65
2014-02-27,-9.627,52.4565,6.57
2014-02-27,-9.627,52.4565,6.48
2014-06-17,-9.627,52.4565,17.61
2014-02-27,-9.6332,52.4693,6.63
2014-02-27,-9.6332,52.4693,6.62
2014-02-27,-9.6377,52.4748,6.73
2014-02-27,-9.6377,52.4748,6.95
2014-05-19,-6.5693,52.4927,12.84
2014-07-21,-6.5693,52.4927,19.89
2014-08-18,-6.5693,52.4927,15.65
2014-02-26,-8.7978,52.5688,6.79
2014-07-07,-8.7978,52.5688,17.83
2014-01-09,-8.7978,52.5688,17.1
2014-02-26,-8.9765,52.6045,6.52
2014-06-16,-8.9765,52.6045,19.93
2014-07-07,-8.9765,52.6045,18.69
2014-01-09,-8.9765,52.6045,17.03
2014-02-26,-8.7648,52.6193,6.84
2014-06-16,-8.7648,52.6193,18.95
2014-07-07,-8.7648,52.6193,19.17
2014-01-09,-8.7648,52.6193,16.86
2014-02-26,-8.9877,52.6195,7.2
2014-01-09,-8.9877,52.6195,17.2
2014-02-26,-9.0012,52.6998,6.39
2014-01-09,-9.0012,52.6998,16.33
2014-02-26,-9.0437,52.6913,6.35
2014-01-09,-9.0437,52.6913,16.29
2014-02-26,-8.973,52.7172,6.55
2014-01-09,-8.973,52.7172,16.22
2014-02-26,-8.9838,52.7368,6.15
2014-01-09,-8.9838,52.7368,16.35
2014-01-09,-8.9873,52.7602,16.15
2014-01-09,-8.9873,52.7602,16.27
2014-01-09,-8.9492,52.7777,16.45
2014-01-13,-6.1408,52.7937,5.53
2014-01-13,-6.1448,52.7942,5.46
2014-01-13,-6.1408,52.7937,5.43
2014-01-13,-6.1448,52.7942,7.37
2014-01-13,-6.1408,52.7937,7.38
2014-05-15,-6.1448,52.7942,12.12
2014-05-15,-6.1408,52.7937,12.67
2014-05-15,-6.1408,52.7937,12.52
2014-05-15,-6.1448,52.7942,11.98
2014-06-19,-6.1448,52.7942,17.2
2014-06-19,-6.1408,52.7937,17.52
2014-06-19,-6.1408,52.7937,16.98
2014-06-19,-6.1448,52.7942,16.89
2014-07-31,-6.1448,52.7942,18.21
2014-07-31,-6.1448,52.7942,18.07
2014-07-31,-6.1408,52.7937,18.11
2014-01-13,-6.1507,52.7988,5.46
2014-05-15,-6.1507,52.7988,12.33
2014-06-19,-6.1507,52.7988,16.6
2014-06-19,-6.1507,52.7988,17.51
2014-07-31,-6.1507,52.7988,18.22
2014-07-31,-6.1507,52.7988,18.11
2014-01-09,-8.9228,52.7948,15.26
2014-01-09,-8.9617,52.8157,15.94
2014-01-13,-6.0325,52.9822,7.25
2014-01-13,-6.0325,52.9822,6.92
2014-01-13,-6.0325,52.9822,6.21
2014-01-13,-6.0325,52.9822,7.27
2014-05-15,-6.0325,52.9822,15.28
2014-06-19,-6.0325,52.9822,16.36
2014-06-19,-6.0325,52.9822,18.15
2014-06-19,-6.0325,52.9822,15.08
2014-07-31,-6.0325,52.9822,17.2
2014-07-31,-6.0325,52.9822,17.98
2014-01-13,-6.0413,52.982,7.2
2014-01-13,-6.0413,52.982,5.45
2014-05-15,-6.0413,52.982,11.54
2014-05-15,-6.0413,52.982,12.26
2014-05-15,-6.0413,52.982,11.76
2014-07-31,-6.0413,52.982,18.18
2014-07-31,-6.0413,52.982,17.38
2014-06-19,-6.0482,52.9887,17.28
2014-06-19,-6.0482,52.9887,19.69
2014-01-13,-6.0553,53.0002,5.05
2014-01-13,-6.056,53.0028,6.68
2014-01-13,-6.056,53.0028,5.86
2014-01-13,-6.0553,53.0002,6.64
2014-05-15,-6.056,53.0028,13.41
2014-05-15,-6.0553,53.0002,16.2
2014-06-19,-6.056,53.0028,15.44
2014-06-19,-6.056,53.0028,14.07
2014-06-19,-6.0553,53.0002,19.68
2014-06-19,-6.0553,53.0002,17.44
2014-07-31,-6.0553,53.0002,21.19
2014-07-31,-6.056,53.0028,17.57
2014-07-31,-6.0553,53.0002,18.72
2014-07-31,-6.056,53.0028,17.59
2014-02-19,-8.939,53.1447,6.58
2014-02-19,-8.9402,53.1483,6.96
2014-02-19,-8.939,53.1447,6.47
2014-02-19,-8.9402,53.1483,7.11
2014-11-06,-8.939,53.1447,14.32
2014-11-06,-8.9402,53.1483,14.97
2014-11-06,-8.939,53.1447,16.07
2014-11-06,-8.9402,53.1483,16.07
2014-11-08,-8.939,53.1447,16.04
2014-11-08,-8.9402,53.1483,16.79
2014-11-08,-8.939,53.1447,17.87
2014-11-08,-8.9402,53.1483,17.59
2014-02-19,-8.9445,53.1663,7.1
2014-02-19,-8.948,53.1583,6.85
2014-02-19,-8.9445,53.1663,7.51
2014-02-19,-8.948,53.1583,7.23
2014-11-06,-8.9445,53.1663,15.05
2014-11-06,-8.948,53.1583,15.1
2014-11-06,-8.9445,53.1663,14.12
2014-11-06,-8.948,53.1583,15.39
2014-11-08,-8.9445,53.1663,17.51
2014-11-08,-8.9445,53.1663,17.64
2014-11-08,-8.948,53.1583,17.62
2014-02-19,-8.9647,53.1613,7.11
2014-02-19,-8.9565,53.1665,6.97
2014-02-19,-8.9565,53.1665,7.24
2014-11-06,-8.9565,53.1665,15.27
2014-11-06,-8.9647,53.1613,15.16
2014-11-06,-8.9647,53.1613,15.3
2014-11-06,-8.9565,53.1665,14.95
2014-11-08,-8.9647,53.1613,17.1
2014-11-08,-8.9565,53.1665,17.54
2014-11-08,-8.9565,53.1665,17.6
2014-02-19,-8.9863,53.1623,8.3
2014-11-06,-8.9863,53.1623,16.19
2014-03-07,-8.9863,53.1623,17.8
2014-11-08,-8.9863,53.1623,15.0
2014-02-19,-8.9612,53.1765,7.11
2014-02-19,-8.9657,53.1718,7.11
2014-02-19,-8.9657,53.1718,7.4
2014-11-06,-8.9612,53.1765,15.04
2014-11-06,-8.9657,53.1718,14.77
2014-11-06,-8.9657,53.1718,14.97
2014-11-06,-8.9657,53.1718,14.91
2014-11-08,-8.9657,53.1718,17.54
2014-11-08,-8.9612,53.1765,17.39
2014-12-05,-6.1152,53.3033,10.76
2014-12-05,-6.1152,53.3033,10.92
2014-06-17,-6.1152,53.3033,13.95
2014-07-30,-6.1152,53.3033,16.6
2014-04-12,-6.1152,53.3033,10.64
2014-12-05,-6.0802,53.3247,10.89
2014-12-05,-6.0802,53.3247,11.5
2014-06-17,-6.0802,53.3247,13.76
2014-04-12,-6.0802,53.3247,10.53
2014-12-05,-6.1162,53.3317,10.85
2014-12-05,-6.1162,53.3317,11.49
2014-06-17,-6.1162,53.3317,13.83
2014-07-30,-6.1162,53.3317,16.65
2014-04-12,-6.1162,53.3317,10.16
2014-04-12,-6.1162,53.3317,10.59
2014-12-05,-6.1387,53.3185,10.72
2014-06-17,-6.1387,53.3185,19.96
2014-06-17,-6.1387,53.3185,14.11
2014-06-17,-6.1387,53.3185,14.01
2014-06-17,-6.1387,53.3185,14.56
2014-07-30,-6.1387,53.3185,16.87
2014-07-30,-6.1387,53.3185,16.69
2014-04-12,-6.1387,53.3185,10.1
2014-04-12,-6.1387,53.3185,10.54
2014-01-15,-6.149,53.343,7.28
2014-01-15,-6.149,53.343,7.47
2014-01-15,-6.149,53.343,7.92
2014-12-05,-6.137,53.3333,10.74
2014-12-05,-6.137,53.3333,11.55
2014-05-13,-6.149,53.343,12.77
2014-06-17,-6.137,53.3333,14.68
2014-06-17,-6.137,53.3333,14.31
2014-06-17,-6.137,53.3333,14.0
2014-06-18,-6.149,53.343,16.37
2014-07-28,-6.149,53.343,16.8
2014-07-28,-6.149,53.343,17.89
2014-07-30,-6.137,53.3333,16.9
2014-07-30,-6.137,53.3333,16.72
2014-04-12,-6.137,53.3333,10.34
2014-04-12,-6.137,53.3333,10.3
2014-01-15,-6.1742,53.343,7.87
2014-01-15,-6.1742,53.343,7.33
2014-05-13,-6.1742,53.343,12.52
2014-06-18,-6.1742,53.343,19.0
2014-06-18,-6.1742,53.343,16.37
2014-07-28,-6.1742,53.343,19.51
2014-07-28,-6.1742,53.343,19.85
2014-01-15,-6.1952,53.3438,6.05
2014-01-15,-6.1952,53.3438,6.24
2014-05-13,-6.1952,53.3438,12.08
2014-06-18,-6.1952,53.3438,15.87
2014-06-18,-6.1952,53.3438,15.93
2014-07-28,-6.1952,53.3438,17.87
2014-07-28,-6.1952,53.3438,17.68
2014-01-15,-6.2248,53.3455,5.79
2014-01-15,-6.2248,53.3455,5.91
2014-05-13,-6.2248,53.3455,12.55
2014-06-18,-6.2248,53.3455,18.71
2014-06-18,-6.2248,53.3455,17.5
2014-07-28,-6.2248,53.3455,19.02
2014-07-28,-6.2248,53.3455,18.11
2014-01-15,-6.2517,53.3478,5.66
2014-01-15,-6.2517,53.3478,5.33
2014-05-13,-6.2517,53.3478,11.47
2014-05-13,-6.2517,53.3478,12.49
2014-06-18,-6.2517,53.3478,17.48
2014-06-18,-6.2517,53.3478,19.36
2014-07-28,-6.2517,53.3478,18.93
2014-07-28,-6.2517,53.3478,18.1
2014-05-13,-6.273,53.3452,12.13
2014-06-18,-6.273,53.3452,15.93
2014-06-18,-6.273,53.3452,18.82
2014-07-28,-6.273,53.3452,18.13
2014-01-15,-6.2917,53.3473,5.7
2014-05-13,-6.2917,53.3473,12.06
2014-06-18,-6.2917,53.3473,19.81
2014-07-28,-6.2917,53.3473,18.76
2014-12-05,-6.0767,53.3565,11.17
2014-12-05,-6.0767,53.3565,11.59
2014-06-17,-6.0767,53.3565,14.16
2014-07-30,-6.0767,53.3565,16.71
2014-04-12,-6.0767,53.3565,10.11
2014-12-05,-6.1108,53.3517,10.66
2014-12-05,-6.1108,53.3517,11.16
2014-06-17,-6.1108,53.3517,15.5
2014-06-17,-6.1108,53.3517,14.56
2014-07-30,-6.1108,53.3517,16.74
2014-07-30,-6.1108,53.3517,16.81
2014-04-12,-6.1108,53.3517,9.07
2014-04-12,-6.1108,53.3517,10.2
2014-12-05,-6.1367,53.35,11.14
2014-12-05,-6.1367,53.35,10.56
2014-06-17,-6.1367,53.35,14.84
2014-06-17,-6.1367,53.35,14.93
2014-07-30,-6.1367,53.35,16.8
2014-07-30,-6.1367,53.35,16.68
2014-04-12,-6.1367,53.35,10.58
2014-04-12,-6.1367,53.35,9.83
2014-05-13,-6.1797,53.3593,11.65
2014-06-18,-6.1797,53.3593,19.31
2014-07-28,-6.1797,53.3593,17.51
2014-01-15,-6.191,53.3535,7.5
2014-01-15,-6.191,53.3535,7.55
2014-05-13,-6.191,53.3535,11.46
2014-06-18,-6.191,53.3535,16.74
2014-07-28,-6.191,53.3535,17.52
2014-01-15,-6.2105,53.3573,7.05
2014-01-15,-6.2105,53.3573,7.23
2014-05-13,-6.2105,53.3573,11.52
2014-06-18,-6.2105,53.3573,19.64
2014-07-28,-6.2105,53.3573,17.94
2014-01-15,-6.2292,53.3588,6.97
2014-05-13,-6.2292,53.3588,11.51
2014-06-18,-6.2292,53.3588,20.96
2014-07-28,-6.2292,53.3588,18.48
2014-01-15,-6.2378,53.3605,7.17
2014-05-13,-6.2378,53.3605,13.67
2014-06-18,-6.2378,53.3605,20.19
2014-07-28,-6.2378,53.3605,19.05
2014-01-15,-6.2552,53.3682,7.34
2014-05-13,-6.2552,53.3682,13.22
2014-06-18,-6.2552,53.3682,19.62
2014-07-28,-6.2552,53.3682,18.87
2014-01-14,-6.141,53.4522,6.43
2014-01-14,-6.141,53.4522,5.57
2014-05-14,-6.141,53.4522,12.95
2014-05-14,-6.141,53.4522,11.4
2014-06-16,-6.141,53.4522,17.77
2014-06-16,-6.141,53.4522,16.18
2014-07-29,-6.141,53.4522,17.86
2014-07-29,-6.141,53.4522,18.95
2014-01-14,-6.1522,53.4545,4.83
2014-01-14,-6.1582,53.4593,5.16
2014-01-14,-6.1582,53.4593,3.79
2014-01-14,-6.1522,53.4545,5.02
2014-01-14,-6.1522,53.4545,6.44
2014-05-14,-6.1522,53.4545,12.9
2014-05-14,-6.1522,53.4545,11.35
2014-05-14,-6.1582,53.4593,13.24
2014-06-16,-6.1582,53.4593,20.78
2014-06-16,-6.1522,53.4545,16.44
2014-06-16,-6.1522,53.4545,16.7
2014-06-16,-6.1582,53.4593,17.1
2014-07-29,-6.1522,53.4545,17.94
2014-07-29,-6.1522,53.4545,18.49
2014-07-29,-6.1582,53.4593,19.71
2014-07-29,-6.1582,53.4593,20.64
2014-01-14,-6.1742,53.4577,4.83
2014-01-14,-6.1742,53.4577,3.99
2014-05-14,-6.1742,53.4577,13.76
2014-05-14,-6.1742,53.4577,12.84
2014-06-16,-6.1742,53.4577,17.29
2014-06-16,-6.1742,53.4577,19.8
2014-07-29,-6.1742,53.4577,19.92
2014-07-29,-6.1742,53.4577,20.89
2014-01-14,-6.1852,53.4612,2.56
2014-01-14,-6.1852,53.4612,4.1
2014-01-14,-6.1842,53.464,3.83
2014-05-14,-6.1852,53.4612,14.58
2014-05-14,-6.1852,53.4612,15.4
2014-06-16,-6.1852,53.4612,18.29
2014-01-14,-6.2195,53.4637,4.1
2014-05-14,-6.2195,53.4637,12.13
2014-06-16,-6.2195,53.4637,15.04
2014-07-29,-6.2195,53.4637,16.47
2014-05-14,-6.2092,53.4688,12.1
2014-06-16,-6.2092,53.4688,15.95
2014-07-29,-6.2092,53.4688,18.19
2014-01-14,-6.1203,53.5103,5.58
2014-05-14,-6.1203,53.5103,11.38
2014-05-14,-6.1203,53.5103,11.58
2014-06-16,-6.1203,53.5103,17.21
2014-07-29,-6.1203,53.5103,19.08
2014-07-29,-6.1203,53.5103,18.84
2014-01-14,-6.1443,53.5025,5.45
2014-06-16,-6.1443,53.5025,17.86
2014-06-16,-6.1443,53.5025,19.22
2014-07-29,-6.1443,53.5025,19.46
2014-01-14,-6.1937,53.5068,4.05
2014-05-14,-6.1937,53.5068,10.95
2014-06-16,-6.1937,53.5068,15.31
2014-07-29,-6.1937,53.5068,16.38
2014-02-18,-9.7048,53.5977,6.02
2014-02-18,-9.7048,53.5977,6.53
2014-12-06,-9.7048,53.5977,14.52
2014-12-06,-9.7048,53.5977,15.35
2014-02-18,-9.6703,53.6157,6.19
2014-02-18,-9.6703,53.6157,5.42
2014-12-06,-9.6703,53.6157,14.8
2014-12-06,-9.6703,53.6157,15.17
2014-02-18,-9.6848,53.6078,5.2
2014-02-18,-9.6848,53.6078,6.44
2014-12-06,-9.6848,53.6078,15.07
2014-12-06,-9.6848,53.6078,14.91
2014-02-18,-9.72,53.6005,5.77
2014-02-18,-9.72,53.6005,6.58
2014-12-06,-9.72,53.6005,14.66
2014-12-06,-9.72,53.6005,14.67
2014-02-18,-9.754,53.6003,5.99
2014-02-18,-9.754,53.6003,6.68
2014-12-06,-9.754,53.6003,14.78
2014-12-06,-9.754,53.6003,15.54
2014-02-18,-9.782,53.6,5.71
2014-12-06,-9.782,53.6,15.48
2014-02-18,-9.8243,53.616,5.97
2014-12-06,-9.8243,53.616,14.59
2014-02-18,-9.8598,53.6202,6.08
2014-12-06,-9.8598,53.6202,13.96
2014-02-18,-9.87,53.63,6.63
2014-12-06,-9.87,53.63,13.81
2014-10-02,-9.1383,54.1323,5.13
2014-10-02,-9.1425,54.1258,5.05
2014-10-02,-9.1402,54.1293,5.47
2014-10-02,-9.1425,54.1258,5.01
2014-10-02,-9.1402,54.1293,5.02
2014-10-02,-9.1417,54.121,5.03
2014-10-02,-9.1417,54.121,5.02
2014-10-02,-9.1383,54.1323,5.03
2014-05-29,-9.1402,54.1293,15.75
2014-05-29,-9.1402,54.1293,14.52
2014-05-29,-9.1383,54.1323,14.5
2014-05-29,-9.1417,54.121,14.94
2014-05-29,-9.1425,54.1258,14.69
2014-08-13,-9.1402,54.1293,16.54
2014-08-13,-9.1425,54.1258,16.84
2014-08-13,-9.1383,54.1323,17.04
2014-08-13,-9.1383,54.1323,16.67
2014-10-02,-9.138,54.1382,5.02
2014-10-02,-9.1397,54.1495,5.06
2014-10-02,-9.138,54.1382,5.07
2014-05-29,-9.1397,54.1495,14.46
2014-05-29,-9.1397,54.1495,15.88
2014-08-13,-9.1397,54.1495,16.56
2014-08-13,-9.138,54.1382,16.71
2014-10-02,-9.1383,54.1607,5.11
2014-10-02,-9.1383,54.1607,5.19
2014-05-29,-9.1383,54.1607,14.69
2014-05-29,-9.1383,54.1607,15.7
2014-08-13,-9.1383,54.1607,17.26
2014-08-13,-9.1383,54.1607,16.49
2014-10-02,-9.1375,54.1708,5.15
2014-05-29,-9.1375,54.1708,15.61
2014-08-13,-9.1375,54.1708,16.52
2014-10-02,-9.131,54.1933,5.24
2014-05-29,-9.131,54.1933,14.49
2014-08-13,-9.131,54.1933,16.37
2014-10-02,-9.138,54.1857,5.14
2014-05-29,-9.138,54.1857,14.27
2014-05-29,-9.138,54.1857,14.69
2014-08-13,-9.138,54.1857,16.43
2014-02-24,-8.5137,54.216,6.78
2014-10-06,-8.5137,54.216,16.09
2014-08-14,-8.5137,54.216,16.08
2014-10-02,-9.1355,54.2008,5.25
2014-05-29,-9.1405,54.2072,14.37
2014-05-29,-9.1355,54.2008,14.42
2014-08-13,-9.1405,54.2072,16.44
2014-08-13,-9.1355,54.2008,16.49
2014-02-24,-8.5373,54.2215,6.83
2014-10-06,-8.5373,54.2215,16.63
2014-02-24,-8.5677,54.2315,7.25
2014-10-06,-8.5677,54.2315,14.76
2014-08-14,-8.5677,54.2315,16.17
2014-02-24,-8.5888,54.2355,7.31
2014-10-06,-8.5888,54.2355,14.34
2014-08-14,-8.5888,54.2355,16.4
2014-02-24,-8.5908,54.2537,7.49
2014-10-06,-8.5908,54.2537,13.54
2014-08-14,-8.5908,54.2537,16.53
2014-10-06,-8.6195,54.2513,11.98
2014-01-30,-8.6402,54.2647,7.09
2014-09-06,-8.6402,54.2647,12.36
2014-10-06,-8.6418,54.255,12.11
2014-08-14,-8.6402,54.2647,16.54
2014-01-30,-8.4825,54.278,5.16
2014-01-30,-8.4825,54.278,5.27
2014-09-06,-8.4825,54.278,16.82
2014-09-06,-8.4825,54.278,16.14
2014-08-14,-8.4825,54.278,16.71
2014-09-23,-8.4825,54.278,15.35
2014-01-30,-8.4992,54.2903,5.64
2014-01-30,-8.493,54.285,5.26
2014-01-30,-8.493,54.285,5.59
2014-01-30,-8.4992,54.2903,5.3
2014-09-06,-8.4992,54.2903,15.57
2014-09-06,-8.493,54.285,15.99
2014-09-06,-8.4992,54.2903,15.47
2014-09-06,-8.493,54.285,15.98
2014-08-14,-8.493,54.285,17.52
2014-08-14,-8.4992,54.2903,17.2
2014-08-14,-8.493,54.285,16.29
2014-08-14,-8.4992,54.2903,16.32
2014-09-23,-8.493,54.285,16.23
2014-09-23,-8.4992,54.2903,15.65
2014-09-23,-8.493,54.285,15.54
2014-01-30,-8.516,54.2993,6.31
2014-01-30,-8.516,54.2993,5.51
2014-09-06,-8.516,54.2993,15.43
2014-09-06,-8.516,54.2993,15.24
2014-08-14,-8.516,54.2993,16.95
2014-08-14,-8.516,54.2993,16.43
2014-09-23,-8.516,54.2993,15.47
2014-09-23,-8.516,54.2993,15.6
2014-01-30,-8.5395,54.2998,5.76
2014-01-30,-8.5395,54.2998,6.6
2014-09-06,-8.5395,54.2998,15.25
2014-09-06,-8.5395,54.2998,14.02
2014-08-14,-8.5395,54.2998,16.8
2014-08-14,-8.5395,54.2998,16.75
2014-09-23,-8.5395,54.2998,15.44
2014-09-23,-8.5395,54.2998,15.29
2014-01-30,-8.5768,54.3043,6.52
2014-09-06,-8.5768,54.3043,14.34
2014-09-06,-8.5768,54.3043,13.49
2014-08-14,-8.5768,54.3043,16.47
2014-08-14,-8.5768,54.3043,16.74
2014-09-23,-8.5768,54.3043,15.09
2014-09-23,-8.5768,54.3043,15.15
2014-01-30,-8.651,54.3138,6.85
2014-09-06,-8.651,54.3138,14.1
2014-08-14,-8.651,54.3138,16.55
2014-09-23,-8.651,54.3138,15.88
2014-01-30,-8.6043,54.3188,6.66
2014-09-06,-8.6043,54.3188,14.08
2014-08-14,-8.6043,54.3188,16.54
2014-09-23,-8.6043,54.3188,15.13
2014-01-30,-8.617,54.3273,6.28
2014-09-06,-8.617,54.3273,14.97
2014-08-14,-8.617,54.3273,16.55
2014-09-23,-8.617,54.3273,15.21
2014-01-22,-8.1943,54.5008,4.79
2014-01-22,-8.1995,54.5013,4.79
2014-01-22,-8.1995,54.5013,4.78
2014-01-22,-8.1943,54.5008,4.77
2014-01-22,-8.1902,54.5007,4.77
2014-06-24,-8.1902,54.5007,17.55
2014-06-24,-8.1943,54.5008,17.58
2014-06-24,-8.1833,54.5002,17.66
2014-06-24,-8.1995,54.5013,17.53
2014-06-24,-8.1833,54.5002,17.91
2014-06-24,-8.1943,54.5008,17.99
2014-07-23,-8.1902,54.5007,19.21
2014-07-23,-8.1833,54.5002,18.66
2014-07-23,-8.1943,54.5008,18.7
2014-07-23,-8.1943,54.5008,19.39
2014-07-23,-8.1902,54.5007,18.6
2014-07-23,-8.1833,54.5002,17.88
2014-08-18,-8.1902,54.5007,15.81
2014-08-18,-8.1995,54.5013,15.17
2014-08-18,-8.1833,54.5002,16.12
2014-08-18,-8.1902,54.5007,16.17
2014-08-18,-8.1995,54.5013,16.08
2014-08-18,-8.1833,54.5002,15.91
2014-08-18,-8.1943,54.5008,15.75
2014-08-18,-8.1943,54.5008,16.17
2014-01-22,-8.2087,54.5045,4.9
2014-01-22,-8.2087,54.5045,4.93
2014-06-24,-8.2087,54.5045,18.24
2014-06-24,-8.2087,54.5045,17.58
2014-07-23,-8.2087,54.5045,18.62
2014-07-23,-8.2087,54.5045,19.62
2014-08-18,-8.2087,54.5045,15.29
2014-08-18,-8.2087,54.5045,14.66
2014-01-22,-8.2373,54.5043,5.01
2014-01-22,-8.2373,54.5043,4.87
2014-06-24,-8.2373,54.5043,17.49
2014-06-24,-8.2373,54.5043,16.96
